Name,Sale Price,Category,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Rating
See Me,$8.79,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 11810 >  > in > Books > # > 579 >  > in > Books > ARCHIVE > # > 19 >  > in > Books > ARCHIVE > Romance,http://www.walmart.com/ip/52098549,Nicholas Sparks,5520628,528,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),
Razor's Edge,$7.97,Books > Literature & Fiction > Fiction > Action & Adventure,http://www.walmart.com/ip/36959296,"Wells, Martha",554525X,369,Random House,English,6.75 x 4.25 x 1.00 Inches,
The Nightingale : A Novel,$14.22,Books > Literature & Fiction > Fiction > Contemporary Women,http://www.walmart.com/ip/51798233,Kristin Hannah,0080400,608,St. Martin's PressSt. Martin's Griffin,,8.25 x 5.53 x 1.56 Inches (US),
Heart of Venom,$9.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,http://www.walmart.com/ip/22220737,Jennifer Estep,1689007,384,Pocket Books,English,6.75 x 104.78 x 22.86 Inches (US),
Misadventures of a Backup Bride,$10.99,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/56100594,"Black, Shayla",194389342X,193,Ingram Pub Services,English,8.00 x 6.00 x 0.75 Inches,
COME SUNDOWN,$16.90,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/55034661,Nora Roberts,0123077,480,St. Martin's Press,English,9.56 x 165.61 x 38.23 Inches (US),
Foundation and Chaos,$7.98,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,http://www.walmart.com/ip/619916,"Bear, Greg",1056405,416,HarperCollins,English,7.25 x 4.50 x 1.25 Inches,
Jedi Trial,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,http://www.walmart.com/ip/3331890,"Sherman, DavidCragg, Dan",5461154,337,Random House,English,7.00 x 4.10 x 0.90 Inches,
Fifty Fifty,$21.62,Books > Women's History Month Books > Women's History Month Fiction,http://www.walmart.com/ip/56176637,James PattersonCandice Fox,0316513229,400,"Little, Brown and Company",English,9.62 x 6.38 x 1.38 Inches (US),
Dior Comes Home,$15.00,Books > Literature & Fiction > Fiction > African American,http://www.walmart.com/ip/25341684,"Booker, ChrisKing, Joy Deja",0986004537,206,A King Production,English,5.00 x 8.00 x 0.50 Inches,
"CAJUN DOCTOR, THE",$5.98,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/55313800,"HILL, SANDRA",2566366,416,HarperCollins,English,6.75 x 4.50 x 1.25 Inches,
HALO: CRYPTUM,$6.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,http://www.walmart.com/ip/46509931,Greg Bear,538038X,352,Tom Doherty AssociatesTor Books,English,175.51 x 107.95 x 0.93 Millimeters,
BAD LUCK AND TROUBLE: A JACK REACHER NOVEL,$8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 6186 >  > in > Books > # > 47 >  > in > Books > Mystery & Suspense > # > 20 >  > in > Books > Mystery & Suspense > Thrillers",http://www.walmart.com/ip/10967580,"CHILD, LEE",0246012,512,Random House,English,7.50 x 4.25 x 1.25 Inches,5
A Cold Day in Paradise,$15.63,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Hard-Boiled",http://www.walmart.com/ip/19404006,Steve Hamilton,0012681,288,St. Martin's PressMinotaur Books,English,8.20 x 5.53 x 20.07 Inches (US),
Ready Player One,$7.22,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,http://www.walmart.com/ip/56103065,"CLINE, ERNEST",1524763284,608,Random House,English,4.18 x 7.50 x 8.00 Inches,
Dawn of the Planet of the Apes,$7.99,Books > Literature & Fiction > Fiction > Media Tie-Ins,http://www.walmart.com/ip/32976130,"Irvine, Alex",178329227X,313,Random House,English,7.00 x 4.25 x 1.00 Inches,
And Then There Were None,$4.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 1675 >  > in > Books > # > 114 >  > in > Books > Literature & Fiction > # > 14 >  > in > Books > Literature & Fiction > Mystery & Suspense",http://www.walmart.com/ip/15404384,"Christie, Agatha",2073484,300,HarperCollins,English,6.75 x 6.25 x 1.25 Inches,4.6667
The Slow Regard of Silent Things,$15.21,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 6264 >  > in > Books > # > 529 >  > in > Books > Literature & Fiction > # > 42 >  > in > Books > Literature & Fiction > Fantasy,http://www.walmart.com/ip/38187581,Patrick Rothfuss,6410430,176,DAW,English,,
The Last Command,$7.70,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera > Best seller ranking: > # > 9409 >  > in > Books > # > 861 >  > in > Books > Literature & Fiction > # > 56 >  > in > Books > Literature & Fiction > Science Fiction,http://www.walmart.com/ip/403387,"Zahn, Timothy",3564925,467,Random House,English,7.00 x 4.25 x 1.00 Inches,
Their Virgin Captive,$12.99,Books > Nonfiction > Business & Money > Strategic Planning,http://www.walmart.com/ip/20355035,"Blake, LexiBlack, Shayla",1936596067,334,Lightning Source Inc,,2.00 x 10.00 x 8.00 Inches,
Vanilla Beaned,$7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",http://www.walmart.com/ip/48728645,Jenn McKinlay,5258944,304,BerkleyPenguin Publishing Group,English,,
I Hate Fairyland 1,$8.40,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/49524361,"Young, Skottie",2156853,128,Diamond Comic Distributors,English,10.25 x 6.75 x 0.25 Inches,
Star Wars,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,http://www.walmart.com/ip/10572030,"Traviss, Karen",5513851,482,Random House,English,6.75 x 4.25 x 1.25 Inches,
TOWERS OF MIDNIGHT,$6.21,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 9106 >  > in > Books > # > 826 >  > in > Books > Literature & Fiction > # > 74 >  > in > Books > Literature & Fiction > Fantasy,http://www.walmart.com/ip/15733000,Robert JordanBrandon Sanderson,5364876,1264,Tom Doherty AssociatesTor Fantasy,English,6.78 x 106.93 x 53.09 Inches (US),4.5
Highland Vow,$7.19,Books > Literature & Fiction > Fiction > General > Best seller ranking: > # > 21135 >  > in > Books > # > 627 >  > in > Books > Romance > # > 42 >  > in > Books > Romance > Historical,http://www.walmart.com/ip/15264038,"Howell, Hannah",0114811,346,Kensington Pub Corp,English,6.75 x 4.25 x 1.00 Inches,5
Blue Adept,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/470097,"Anthony, Piers",5352457,336,Random House,English,7.00 x 4.25 x 1.00 Inches,
The Kremlin's Candidate,$20.29,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,http://www.walmart.com/ip/55217352,Jason Matthews,1501140086,448,Scribner,English,228.60 x 6.00 x 1.25 Millimeters,
La pareja de al lado / The Couple Next Door,$13.56,Books > Literature & Fiction > Fiction > Contemporary Women,http://www.walmart.com/ip/55181586,"Lapena, Shari",5540199,390,Penguin Random House Grupo USA,Spanish,9.00 x 6.00 x 1.00 Inches,
Winter's Bone,$11.00,Books > Literature & Fiction > Fiction > General,http://www.walmart.com/ip/5423836,Daniel Woodrell,6066418,224,"Little, Brown and CompanyBack Bay Books",English,,4
"HUSBAND: A NOVEL, THE",$8.42,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological > Best seller ranking: > # > 56138 >  > in > Books > # > 761 >  > in > Books > Mystery & Suspense > # > 254 >  > in > Books > Mystery & Suspense > Thrillers",http://www.walmart.com/ip/17192851,"KOONTZ, DEAN",034553333X,464,Random House,English,8.00 x 4.50 x 1.25 Inches,
WAR HAWK: A TUCKER WAYNENOVEL,$6.98,Books > Literature & Fiction > Fiction > Action & Adventure,http://www.walmart.com/ip/53595216,"ROLLINS, JAMES",2135299,544,HarperCollins,English,6.75 x 4.25 x 1.50 Inches,
My Unexpected Forever,$13.49,Books > Literature & Fiction > Fiction > Romance > Contemporary,http://www.walmart.com/ip/53409672,"McLaughlin, Heidi",0989373835,376,Heidi McLaughlin,English,5.00 x 0.78 x 7.99 Inches,
NYPD RED 2,$13.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",http://www.walmart.com/ip/39123578,Marshall KarpJames Patterson,551598X,416,Grand Central Publishing,English,8.00 x 5.25 x 1.00 Inches (US),
RUBY,$5.31,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/55494308,V.C. Andrews,1162248,448,Pocket Books,English,6.75 x 104.78 x 1.20 Inches (US),
The Hob's Bargain,$7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/1063817,Patricia Briggs,1008131,288,AcePenguin Publishing Group,English,,
"High Five (Stephanie Plum, No. 5)",$6.30,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 15641 >  > in > Books > # > 163 >  > in > Books > Mystery & Suspense > # > 22 >  > in > Books > Mystery & Suspense > General",http://www.walmart.com/ip/753800,Janet Evanovich,2971347,352,St. Martin's PressSt. Martin's Paperbacks,English,172.72 x 108.46 x 25.15 Millimeters,5
Tucker's Reckoning,$6.07,Books > Literature & Fiction > Fiction > Westerns,http://www.walmart.com/ip/24056654,Matthew P. MayoRalph Compton,1465485,304,BerkleyPenguin Publishing Group,English,,
The Water Knife,$10.87,Books > Literature & Fiction > Fiction > Literary,http://www.walmart.com/ip/48586899,"Bacigalupi, Paolo",080417153X,371,Random House Inc,English,8.00 x 5.50 x 1.00 Inches,
Tomorrow War: Serpent Road : A Novel,$13.25,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Technological",http://www.walmart.com/ip/55518101,J. L. Bourne,1501116703,320,Gallery Books,English,228.60 x 6.00 x 20.32 Millimeters,
Devil's Food Cake Murder,$6.80,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",http://www.walmart.com/ip/16658675,"Fluke, Joanne",8234926,341,Kensington Pub Corp,English,7.00 x 4.25 x 1.00 Inches,5
The People We Hate at the Wedding,$7.49,Books > Literature & Fiction > Fiction > Family Life,http://www.walmart.com/ip/55312227,"Ginder, Grant",0095202,326,St Martins Pr,English,9.50 x 6.50 x 1.25 Inches,
Ambiguity Machines: and Other Stories,$10.87,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Collections & Anthologies,http://www.walmart.com/ip/56117143,"Singh, Vandana",1618731432,288,Consortium Book Sales &amp; Dist,English,5.50 x 8.50 x 8.00 Inches,
Miraculous Mysteries,$10.88,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Collections & Anthologies",http://www.walmart.com/ip/55697541,"Edwards, Martin",4207443,351,Ingram Pub Services,English,8.00 x 5.25 x 1.00 Inches,
"DOPEMAN'S WIFE, THE -- AA",$7.99,Books > Literature & Fiction > Fiction > African American,http://www.walmart.com/ip/37279355,"COLEMAN, JAQUAVIS",1626261,336,Kensington Pub Corp,English,6.75 x 4.25 x 1.00 Inches,
A Plague of Giants,$18.18,Books > Literature & Fiction > Fiction > Action & Adventure,http://www.walmart.com/ip/55971426,"Hearne, Kevin",0345548604,618,Random House Inc,English,9.50 x 6.50 x 1.75 Inches,
HIDE,$7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/8300275,"GARDNER, LISA",3588087,480,Random House,English,7.25 x 4.50 x 1.00 Inches,
Jane Eyre,$2.86,Books > Literature & Fiction > Fiction > Classics > Best seller ranking: > # > 3099 >  > in > Books > # > 235 >  > in > Books > Literature & Fiction > # > 15 >  > in > Books > Literature & Fiction > Classics,http://www.walmart.com/ip/405858,"Bronte, Charlotte",3211401,493,Bantam Classic &amp; Loveswept,English,6.75 x 4.25 x 1.25 Inches,5
RELIQUARY,$7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Supernatural",http://www.walmart.com/ip/301625,Douglas PrestonLincoln Child,2542832,480,Tom Doherty AssociatesForge Books,English,171.96 x 107.44 x 33.27 Millimeters,
Shadowheart,$8.92,Books > Literature & Fiction > Fiction > Romance > Historical,http://www.walmart.com/ip/52921142,"Kinsale, Laura",1497642140,496,Open Road Media Romance,English,5.50 x 1.11 x 8.50 Inches,
The Cat Sitter's Nine Lives,$7.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",http://www.walmart.com/ip/29091807,John ClementBlaize Clement,0009333,320,St. Martin's PressMinotaur Books,English,8.51 x 5.63 x 1.14 Inches (US),
Trial by Fire,$9.92,Books > Religion & Spirituality Books > Christian Books & Bibles > Christian Fiction > Religious,http://www.walmart.com/ip/819859,"Blackstock, Terri",021760X,341,Harpercollins Christian Pub,English,5.50 x 8.25 x 1.00 Inches,
The Icy Touch,$7.99,Books > Literature & Fiction > Fiction > Romance > Paranormal,http://www.walmart.com/ip/23075463,"Shirley, John",1166546,313,Random House,English,7.25 x 4.50 x 1.00 Inches,
HALO: Legacy of Onyx,$13.25,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,http://www.walmart.com/ip/54420644,Matt Forbeck,150113261X,416,Gallery Books,English,8.25 x 5.31 x 1.10 Inches (US),
Wire in the Blood,$20.46,Books > Literature & Fiction > Fiction > Literary,http://www.walmart.com/ip/52862692,"McDermid, Val",1250092965,526,St. Martins Press-3pl,English,5.00 x 1.17 x 8.00 Inches,
The Children of Hurin,$15.33,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,http://www.walmart.com/ip/250444378,"Tolkien, J. R. R.",0007597339,313,Harper Collins,,7.84 x 5.04 x 0.95 Inches,
Detective Cross,$7.75,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",http://www.walmart.com/ip/55564615,James Patterson,1478974397,0,BookShotsHachette Audio,English,,
The Histories of Middle-Earth,$31.07,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/25238113,"Tolkien, J. R. R.",5466456,,Random House,English,7.00 x 5.25 x 4.25 Inches,
Outlander Boxed Set (Books 1-4),$29.26,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical > Best seller ranking: > # > 60 >  > in > Books > # > 8 >  > in > Books > Literature & Fiction > # > 3 >  > in > Books > Literature & Fiction > Fantasy,http://www.walmart.com/ip/43378712,"GABALDON, DIANA",1887485,0,Random House Inc,English,7.00 x 6.75 x 4.25 Inches,4.9
The Night Season,$7.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",http://www.walmart.com/ip/15934528,Chelsea Cain,2619779,352,St. Martin's PressMinotaur Books,English,6.75 x 102.62 x 25.53 Inches (US),
Thursdays at Eight: A Romance Novel,$4.78,Books > Literature & Fiction > Fiction > Contemporary Women,http://www.walmart.com/ip/56076987,Debbie Macomber,0778330443,384,Mira,English,0.19 x 6.63 x 0.94 Inches,
BREATH OF SCANDAL,$8.62,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 8910 >  > in > Books > # > 809 >  > in > Books > Literature & Fiction > # > 117 >  > in > Books > Literature & Fiction > Mystery & Suspense",http://www.walmart.com/ip/42334784,Sandra Brown,5529835,592,Grand Central Publishing,English,6.88 x 4.25 x 1.38 Inches (US),
Written in Red,$7.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,http://www.walmart.com/ip/28726766,Anne Bishop,1417908,512,RocPenguin Publishing Group,English,6.75 x 4.25 x 1.33 Inches (US),4
And Then There Were None (Agatha Christie Mysteries Collection),$8.81,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 56110 >  > in > Books > # > 759 >  > in > Books > Mystery & Suspense > # > 25 >  > in > Books > Mystery & Suspense > Traditional British",http://www.walmart.com/ip/15404385,Agatha Christie,2073479,247,Harper Collins,English,7.75 x 5.25 x 0.75 Inches,
The Last Hero (Paperback),$17.15,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,http://www.walmart.com/ip/506367921,"Pratchett, Terry",0575081961,,,,,
A Great Reckoning : A Novel,$8.38,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",http://www.walmart.com/ip/55519502,Louise Penny,0130744,592,St. Martin's PressSt. Martin's Paperbacks,English,7.50 x 106.93 x 1.26 Inches (US),
Happy Never After,$6.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",http://www.walmart.com/ip/25692375,"Trocheck, Kathy Hogan",1093604,,HarperCollins,English,4.25 x 6.25 x 0.75 Inches,
Star Wars Tales of the Jedi,$21.67,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,http://www.walmart.com/ip/3616842,Tom Veitch,1565119738,160,HighBridge Company,English,5.63 x 4.94 x 17.53 Inches (US),
