Name,Sale Price,Category,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Rating
Spider-man Love Bug,$6.48,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/46326025,"Macri, Thomas",148473128X,24,Marvel Press,English,,
Dragons Riders of Berk 5,$6.99,"Books > Children's & Kids' Books > Children's Animal Books > Dragons, Unicorns & Mythical Creatures",http://www.walmart.com/ip/42078550,"Furman, Simon",2760808,64,Random House Inc,English,11.00 x 8.00 x 0.25 Inches,
"Stickman Odyssey, Book 2 : The Wrath of Zozimos",$10.75,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/17799749,Christopher Ford,9254278,224,Philomel BooksPenguin Young Readers Group,English,,
Hotel Transylvania 2,$6.11,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/56155548,Stefan Petrucha,1629918547,64,Papercutz,English,9.00 x 6.00 x 8.00 Inches (US),
Las aventuras de Wonder Woman en Super Hero High / Wonder Woman at Super Hero High,$11.94,Books > Children's & Kids' Books > Media Tie-Ins,http://www.walmart.com/ip/56138286,"Yee, Lisa",6073149158,251,Penguin Random House Grupo USA,Spanish,8.25 x 5.25 x 0.50 Inches,
MY LITTLE PONY: MOVIE ADAPTATION,$7.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/56019480,"MCCARTHY, MEGHAN",1684051169,148,Random House Distribution childrens,English,7.00 x 5.00 x 0.25 Inches,
Archie,$9.91,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/20929038,"Parent, Dan",697533X,104,Random House Inc,English,10.50 x 6.75 x 0.50 Inches,
Dork Diaries,$29.05,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/52609250,Rachel Rene Russell,1477443,992,Aladdin,English,203.20 x 139.70 x 83.82 Millimeters,
The Baby-Sitters Club 4,$18.36,Books > Children's & Kids' Books > Social Themes > Friendship,http://www.walmart.com/ip/46851007,"Martin, Ann M.",5886239,161,Scholastic,English,8.25 x 6.00 x 1.00 Inches,
Lunch Lady 5: Lunch Lady and the Bake Sale Bandit,$6.99,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/14233021,"Krosoczka, Jarrett J.",586729X,96,Random House Childrens Books,English,5.75 x 7.00 x 0.50 Inches,
Adventure Time Sugary Shorts 4,$15.81,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Humorous,http://www.walmart.com/ip/56172086,"Ellis, SaraTierney, JoshEllis, SamLeyh, Kat",1684151228,144,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 0.30 Millimeters,
Big Nate Great Minds Think Alike,$9.20,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/27096420,"Peirce, Lincoln",9436357,223,Andrews McMeel Pub,English,9.00 x 6.25 x 0.50 Inches,
Mala suerte/ Hard Luck,$13.65,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/41265128,"Kinney, Jeff",3032962,217,Lectorum Pubns,Spanish,8.50 x 5.75 x 1.00 Inches,
The Underground Abductor,$8.89,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical > Best seller ranking: > # > 33619 >  > in > Books > # > 652 >  > in > Books > General,http://www.walmart.com/ip/39966558,Nathan Hale,9715369,125,Harry N. Abrams,English,,
DC Super Hero Girls: Past Times at Super Hero High,$9.28,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/55861726,Shea Fontana,1401273831,132,D C Comics,English,9.00 x 6.00 x 0.50 Inches,
The Baby-Sitters Club 3,$17.49,Books > Children's & Kids' Books > Children's Books with Social Themes > Friendship,http://www.walmart.com/ip/45144048,"Martin, Ann M.",5886176,154,Scholastic,English,8.00 x 5.75 x 0.75 Inches,
Kingdom Hearts 358/2 Days 3,$12.14,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,http://www.walmart.com/ip/26887975,"Amano, Shiro",031640120X,192,Yen Press,English,,
The Illustrated Fairy Tale Princess Collection,$9.98,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,http://www.walmart.com/ip/55769730,Shiei,6924882,400,Seven Seas,,209.80 x 5.89 x 31.50 Millimeters,
Dream Jumper 2,$15.29,Books > Children's Books > Action & Adventure,http://www.walmart.com/ip/55970985,"Grunberg, Greg",0545826071,216,Scholastic,English,9.25 x 6.25 x 0.75 Inches,
Geronimo Stilton 13: The Fastest Train in the West,$7.98,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/23729022,"Stilton, Geronimo",7074482,54,Papercutz,English,6.50 x 9.00 x 0.25 Inches,
Real Friends,$16.94,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55215998,Shannon Hale,6724166,224,First Second,English,209.80 x 5.79 x 19.68 Millimeters,
Phoebe and her Unicorn 7,$7.40,"Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fairy Tales, Folklore, Legends & Mythology",http://www.walmart.com/ip/169525276,"Simpson, Dana",1449489664,174,Andrews McMeel Pub,English,9.00 x 6.00 x 0.50 Inches,
Amulet 7,$8.68,Books > Children's & Kids' Books > Children's Action & Adventure Books > Best seller ranking: > # > 2792 >  > in > Books > # > 126 >  > in > Books > ARCHIVE > # > 36 >  > in > Books > ARCHIVE > Children's Books,http://www.walmart.com/ip/47877305,"Kibuishi, Kazu",5433169,197,Scholastic,English,9.00 x 6.00 x 0.25 Inches,
Big Nate: A Good Old-Fashioned Wedgie,$6.80,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55861408,Lincoln Peirce,1449462308,176,Andrews McMeel Publishing,English,228.60 x 6.00 x 12.70 Millimeters,
Betty and Veronica in Bad Boy Trouble 1,$5.99,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/25638916,Not Available,187979425X,111,Random House Inc,English,4.75 x 7.25 x 0.25 Inches,
We Meet Again,$7.99,Books > Children's & Kids' Books > Children's Animal Books > Bears,http://www.walmart.com/ip/50554280,"Pastis, Stephan",3691065,288,Candlewick Press,,,
A Wrinkle in Time: The Graphic Novel,$19.48,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,http://www.walmart.com/ip/19763193,Madeleine L'Engle,4386155,392,"Farrar, Straus and Giroux (BYR)",English,8.84 x 161.04 x 1.32 Inches (US),
DC Super Friends Workbook ABC 123,$9.61,Books > Children's & Kids' Books > Children's Activity Books,http://www.walmart.com/ip/52572361,"DC Comics, Inc.",4303990,60,Farrar Straus &amp; Giroux,English,9.00 x 11.00 x 0.50 Inches,
DC Super Heroes: My First Book of Girl Power,$9.99,Books > Children's & Kids' Books > Children's Action & Adventure Books > Best seller ranking: > # > 13268 >  > in > Books > # > 207 >  > in > Books > General,http://www.walmart.com/ip/37366915,Julie Merberg,1367035,20,Downtown Bookworks,English,165.10 x 203.20 x 17.78 Millimeters,
Nimona,$10.49,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/43380320,"Stevenson, Noelle",2278224,266,Harpercollins Childrens Books,English,6.00 x 9.25 x 0.75 Inches,
DISNEY CINESTORY BOX SET?,$27.98,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55158248,DISNEY,7955068,1536,Joe Books LTD,English,8.50 x 5.50 x 4.25 Inches (US),
Cucumber Quest 2,$14.20,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/56129150,Gigi D.G.,162672833X,240,First Second,English,8.50 x 6.00 x 0.50 Inches (US),
When Crocs Fly,$8.70,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/50848474,"Pastis, Stephan T.",9476274,173,Andrews McMeel Pub,English,9.00 x 6.00 x 0.25 Inches,
Squish 5: Game On!,$6.99,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/21756421,"Holm, MatthewHolm, Jennifer L.",7982992,91,Random House Childrens Books,English,5.50 x 7.00 x 0.25 Inches,
Babymouse 17: Extreme Babymouse,$6.99,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/20902508,"Holm, MattHolm, Jennifer L.",7931602,91,Random House Childrens Books,English,5.75 x 7.50 x 0.50 Inches,
Creepy Creatures,$9.08,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/4954010,"Stine, R. L.",9841254,144,Scholastic,English,9.00 x 6.00 x 0.50 Inches,
Hero Cats 2,$10.68,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/56139810,"Puttkammer, Kyle",1632292718,96,Diamond Comic Distributors,English,10.00 x 6.50 x 0.25 Inches,
Big Nate Triple Play: Big Nate in a Class by Himself/Big Nate Strikes Again/Big Nate on a Roll,$10.34,Books > Children's Books > Humor > Best seller ranking: > # > 1009 >  > in > Books > # > 522 >  > in > Books > Children's Books > # > 75 >  > in > Books > Children's Books > Literature & Fiction,http://www.walmart.com/ip/23369049,Lincoln Peirce,006228360X,0,Harper Collins,English,5.75 x 8.50 x 2.00 Inches,5
Winx Club 4: Dragon's Flame,$8.18,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/20930621,Viz Media,1541623,96,VIZ MediaVIZ Media - Children's,English,8.25 x 5.75 x 0.40 Inches (US),
"SON OF NEPTUNE, THE",$8.98,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books",http://www.walmart.com/ip/54866766,Robert VendittiRick Riordan,472303X,192,Disney-Hyperion,English,,
Regal Academy 2,$12.61,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/56116930,Luana Vergari,1629918865,96,Papercutz,English,9.00 x 6.00 x 0.50 Inches (US),
Disney Frozen Comics Collection: Hearts Full of Sunshine,$10.99,Books > Children's & Kids' Books > Media Tie-Ins,http://www.walmart.com/ip/55159087,Disney,177275465X,96,Joe Books LTD,,,
Nathan Hale's Hazardous Tales,$8.89,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical,http://www.walmart.com/ip/20625375,Nathan Hale,9703950,128,Harry N. Abrams,English,,
Dork Diaries 1-11 Plus 3 1/2,$98.87,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55696187,Rachel Rene Russell,4400347,4016,Aladdin,English,203.20 x 139.70 x 152.40 Millimeters,
Disney Pixar Cars 3,$8.76,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55695058,Disney Pixar Animators,2755033,64,Joe Books LTD,English,,
Batman: Fright Club,$3.22,Books > Children's Books > Action & Adventure,http://www.walmart.com/ip/17800360,"Robert, JeremySazaklis, JohnSmith, Andy",1885341,24,Harpercollins Childrens Books,English,8.00 x 8.00 x 0.25 Inches,
Pokemon Adventures 7: Diamond and Pearl Platinum,$9.94,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/21600054,Hidenori Kusaka,1542475,192,VIZ MediaVIZ Media - Children's,Japanese,190.50 x 127.00 x 17.78 Millimeters,
Disney Big Hero 6 the Series Cinestory Comic,$9.40,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/56172067,Disney,1772754986,208,Joe Books LTD,English,,
The Smurfette,$5.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/14900928,"Delporte, YvanPeyo",707236X,64,Papercutz,English,6.75 x 9.25 x 0.25 Inches,
Classics Illustrated 20: Great Expectations,$11.25,Books > Children's & Kids' Books > Children's Classics,http://www.walmart.com/ip/49009059,"Kiefer, Henry C.Dickens, Charles",6814432,48,Casemate Pub &amp; Book Dist Llc,,6.50 x 9.50 x 0.25 Inches,
Moomin: The Deluxe Anniversary Edition,$41.74,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/36953468,Tove Jansson,177046171X,448,Drawn and QuarterlyDrawn &amp; Quarterly Publications,English,322.07 x 226.06 x 55.24 Millimeters,
Pokemon Diamond and Pearl Adventure! 1,$7.78,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/9121960,Shigekatsu Ihara,1522862,208,VIZ MediaVIZ Media - Children's,English,190.50 x 127.00 x 17.78 Millimeters,5
Sanitized for Your Protection,$12.27,Books > Children's Books > Humor,http://www.walmart.com/ip/45056076,"Pastis, Stephan",3680928,278,Candlewick Pr,English,8.25 x 5.50 x 0.80 Inches,
Babymouse 2: Our Hero,$6.99,Books > Children's & Kids' Books > Children's School & Education Books,http://www.walmart.com/ip/4126535,"Holm, MatthewHolm, Jennifer L.",5832309,96,Random House Children's Books,English,,
DC Super-Pets Character Encyclopedia,$18.25,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/23414543,"Kortae, StevenKorte, SteveLemke, Donald",9520307,128,Capstone/Picture Window Books Books,English,8.70 x 0.50 x 11.10 Inches,
Path of the Jedi: A Star Wars Rebels Cinestory Comic,$12.94,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/56086033,Disney,1772755044,384,Joe Books LTD,English,9.00 x 6.00 x 1.00 Inches (US),
Catstronauts: Mission Moon,$7.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55220279,Drew Brockington,6307452,160,"Little, Brown Books for Young Readers",English,,
Spider-Man Presents the Marvel Joke Book,$5.64,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/55697971,Brandon T. Snider,8000668,128,Marvel Press,,,
"Trolls Graphic Novels #3 ""Party with the Bergens""",$7.48,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55740861,Dave Scheidt,162991794X,64,Papercutz,,230.38 x 153.92 x 0.20 Millimeters,
Phoebe and Her Unicorn 2,$8.98,"Books > Children's Books > Animals > Dragons, Unicorns & Mythical Creatures",http://www.walmart.com/ip/54132173,"Simpson, Dana",9483496,222,Andrews McMeel Pub,English,9.00 x 6.00 x 0.75 Inches,
Meanwhile,$10.58,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/12309416,Jason Shiga,0984239,80,Harry N. Abrams,English,,5
Spider-man Down to a Science!,$5.78,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/55818568,"West, Alexandra",1368008593,32,Marvel Press,English,,
Curse of the Harvester,$8.33,Books > Children's & Kids' Books > Children's Action & Adventure Books,http://www.walmart.com/ip/55970984,"Grunberg, Greg",054582608X,224,Scholastic Paperbacks,English,6.00 x 9.00 x 8.00 Inches,
Courtney Crumrin 1,$7.41,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,http://www.walmart.com/ip/55676279,Ted Naifeh,0104190,136,Oni Press,English,228.60 x 6.00 x 0.25 Millimeters,
Road Tripping,$4.99,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/56120883,Jonathan Evans,0316557765,32,"Little, Brown Books for Young ReadersLB Kids",English,,
Snoopy to the Rescue: A Peanuts Collection,$9.40,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55218808,Charles M. Schulz,9482068,176,Andrews McMeel Publishing,,228.60 x 6.00 x 12.70 Millimeters,
Bone 4,$9.00,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/4767023,"Smith, Jeff",9706375,168,Scholastic,English,9.00 x 6.00 x 0.50 Inches,
Prince of the Elves,$8.52,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/19860312,Kazu Kibuishi,5208893,187,Graphix,English,9.25 x 6.25 x 0.25 Inches,4.3333
Pokemon Adventures Diamond and Pearl Platinum,$58.88,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 5210 >  > in > Books > # > 432 >  > in > Books > Literature & Fiction > # > 68 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,http://www.walmart.com/ip/36957317,Hidenori Kusaka,1421577771,2304,VIZ MediaVIZ Media - Children's,English,190.50 x 128.59 x 129.54 Millimeters,
EVER AFTER HIGH: CLASS OF CLASSICS: AN ORIGINAL GR,$9.40,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55747329,Leigh Dragoon,6337419,112,"Little, Brown Books for Young Readers",English,,
Courtney Crumrin 6,$16.62,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,http://www.walmart.com/ip/37174999,Ted Naifeh,0100180,152,Oni Press,English,228.60 x 6.00 x 1.00 Millimeters,
My First Graphic Novel: the Kickball Kids,$6.25,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/10725894,"Meister, CariOlson, Julie",421410X,25,Capstone Pr Inc,English,5.75 x 8.25 x 0.25 Inches,
Smurfs: The Village Behind the Wall,$7.48,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55308743,Peyo,9917820,64,Papercutz,,201.42 x 5.14 x 7.75 Millimeters,
Yo-Kai Watch 4,$9.54,Books > Children's Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 15246 >  > in > Books > # > 777 >  > in > Books > ARCHIVE > # > 194 >  > in > Books > ARCHIVE > Books Misc,http://www.walmart.com/ip/47142513,Noriyuki Konishi,1582743,192,VIZ MediaVIZ Media - Children's,,190.50 x 127.00 x 15.24 Millimeters,
Race to Mars,$8.12,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55220276,Drew Brockington,630750X,184,"Little, Brown Books for Young Readers",English,,
Legends of Zita the Spacegirl,$16.82,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,http://www.walmart.com/ip/19532034,Ben Hatke,6438063,224,First Second,English,8.73 x 5.99 x 0.72 Inches (US),
Wings of Fire 1,$19.69,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/56106214,"Sutherland, Tui",0545942160,210,Scholastic,English,9.25 x 6.25 x 0.75 Inches,
Smurfs 7: The Astrosmurf,$9.60,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/15563949,Peyo,1597072516,55,Papercutz,English,7.00 x 9.25 x 0.50 Inches,
"Marvel Little Golden Book Favorites: The Amazing Spider-man, the Mighty Avengers, the Invincible Iron Man",$4.26,Seasonal > Avengers > Avengers - Shop all,http://www.walmart.com/ip/19603565,"Berrios, FrankCagol, AndreaLegramandi, Francesco",030797653X,80,Random House Childrens Books,English,6.75 x 8.25 x 0.50 Inches,
Narwhal: Unicorn of the Sea (a Narwhal and Jelly Book #1),$7.99,Books > Summer Reading Books > Chapter Books,http://www.walmart.com/ip/53596263,Ben Clanton,1918717,64,Tundra Books Inc,English,8.50 x 6.00 x 0.50 Inches,
Grumpy Cat (and Pokey!),$11.33,Books > Children's & Kids' Books > Media Tie-Ins,http://www.walmart.com/ip/52097352,"Mccool, BenFisher, Ben/Serrano, Elliott",4100048,104,Diamond Comic Distributors,,6.50 x 9.25 x 0.50 Inches,
Dragonbreath #1,$6.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/20563251,Ursula Vernon,2420953,160,Puffin BooksPenguin Young Readers Group,English,,
Harley Quinn,$5.39,Books > Children's Books > Media Tie-Ins,http://www.walmart.com/ip/48929009,"Marsham, Liz",133803071X,127,Scholastic Paperbacks,English,7.50 x 5.00 x 0.20 Inches,
Disney Beauty and the Beast Cinestory Comic,$12.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55254745,Disney Enterprises,1772753521,352,Joe Books LTD,English,10.50 x 7.00 x 1.00 Inches (US),
The Stonekeeper's Curse (Amulet #2),$7.53,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/10999434,Kazu Kibuishi,9846839,224,Graphix,English,9.00 x 6.00 x 0.75 Inches,
Hammy and Gerbee,$8.66,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Animals,http://www.walmart.com/ip/56155606,Wong Herbert Yee,162779462X,112,Henry Holt and Co. (BYR),English,8.50 x 6.00 x 0.50 Inches (US),
DC SUPER HERO GIRLS VOL.2,$9.94,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/53596788,"FONTANA, SHEA",126761X,0,Dc Comics,English,6.00 x 9.00 x 0.50 Inches,
Attack of the Man-Bat!,$5.95,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/46422695,"Black, Jake",6505155,88,Stone Arch Books,,,
Little Robot,$10.98,Books > Children's Books > Children's Comic Books & Graphic Novels > Science Fiction,http://www.walmart.com/ip/45757635,Ben Hatke,6720800,144,First Second,English,9.15 x 185.93 x 15.49 Inches (US),
Kingdom Hearts 358/2 Days 4,$11.33,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,http://www.walmart.com/ip/38313774,"Amano, Shiro",6286768,208,Yen Press,English,,
"Geronimo Stilton Graphic Novels #8: Play It Again, Mozart! : Play It Again, Mozart!",$9.83,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/16413383,Geronimo Stilton,7072768,56,Papercutz,English,232.92 x 6.70 x 0.45 Millimeters,
The Grossery Gang - Pizza Face Saves the Day,$3.75,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/669403135,Sizzle Press,1499806787,48,little bee booksBuzzPop,English,,
Hamster and Cheese,$6.95,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/12338720,"Yue, StephanieVenable, Colleen AF",0761354794,46,Lerner Pub Group,English,7.25 x 7.50 x 0.25 Inches,
Looney Tunes Greatest Hits 3: Beep Beep!,$11.33,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/55624372,Warner Bros. Entertainment Inc.,140127160X,138,Dc Comics,,7.00 x 10.50 x 0.50 Inches,
Bunny vs. Monkey 2,$7.99,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/54641741,"Smart, Jamie",8149108,63,Scholastic,English,9.00 x 6.00 x 0.25 Inches,
POKEMON ADVENTURES VOL 2,$8.70,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/10831987,Hidenori Kusaka,1530559,200,VIZ MediaVIZ Media - Children's,English,127.00 x 7.50 x 20.32 Millimeters,
W.I.T.C.H 6,$10.38,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,http://www.walmart.com/ip/56144393,Disney,0316477079,256,Yen PressJY,English,,
Dragonbreath #7 : When Fairies Go Bad,$12.13,"Books > Children's & Kids' Books > Children's Animal Books > Dragons, Unicorns & Mythical Creatures",http://www.walmart.com/ip/20610712,"Vernon, Ursula",3736781,201,Penguin Group USA,English,5.75 x 8.00 x 0.75 Inches,
The Smurfs Christmas,$3.64,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/23729021,Peyo,7074519,55,Papercutz,English,6.75 x 9.25 x 0.25 Inches,
Geronimo Stilton 9: The Weird Book Machine,$9.94,Books > Children's & Kids' Books > Children's Humor Books,http://www.walmart.com/ip/17024096,"Stilton, Geronimo",7072951,50,Papercutz,English,7.00 x 9.25 x 0.25 Inches,
Archie 1000 Page Mega Comics Digest,$10.30,Books > Children's Books > Humor > Best seller ranking: > # > 21101 >  > in > Books > # > 353 >  > in > Books > General,http://www.walmart.com/ip/38407387,"Archie Comic Publications, Inc.",9889689,1000,Random House Inc,English,4.75 x 6.10 x 1.75 Inches,
Skylanders: Return of the Dragon King,$11.85,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/44450758,"Rodriguez, David A.Marz, RonBowden, Mike",1402687,80,Random House Distribution childrens,,6.50 x 9.75 x 0.50 Inches,
Charles M. Schulz' Snoopy,$10.48,Books > Children's Books > Children's Comic Books & Graphic Novels > Humorous,http://www.walmart.com/ip/56116688,Charles M. SchulzJason Cooper,1684151619,96,KaBOOM!BOOM! Studios,English,228.60 x 6.00 x 0.40 Millimeters,
Golden Compass 2,$9.59,Books > Children's & Kids' Books > Children's Action & Adventure Books,http://www.walmart.com/ip/52289007,"Pullman, Philip",353513X,80,Random House Childrens Books,English,9.00 x 7.00 x 0.25 Inches,
Le Petit Prince Graphic Novel,$16.94,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/13846928,Antoine de Saint-Exupry,744330X,112,Houghton Mifflin HarcourtHMH Books for Young Readers,French,9.25 x 180.98 x 0.53 Inches (US),
Superman Versus Bizarro,$2.81,Books > Children's Books > Action & Adventure,http://www.walmart.com/ip/13011721,"Mada Design, Inc.Strathearn, Chris",1885163,32,Harpercollins Childrens Books,English,6.25 x 9.25 x 0.25 Inches,
Earth Before Us 1,$11.17,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical,http://www.walmart.com/ip/55745408,Abby Howard,1419723065,128,Harry N. Abrams,English,,
Tales from a Not-So-Glam TV Star,$13.97,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/32979503,Rachel Rene Russell,1442370203,,Simon &amp; Schuster Audio,English,5.88 x 5.12 x 22.86 Inches (US),
Wonder Woman at Super Hero High,$14.27,Books > Children's & Kids' Books > Children's Action & Adventure Books,http://www.walmart.com/ip/54783101,"Yee, Lisa",1524751227,,Listening Library,English,6.25 x 5.25 x 1.25 Inches,
"BIG NATE: THUNKA, THUNKA, THUNKA",$7.38,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 8374 >  > in > Books > # > 400 >  > in > Books > ARCHIVE > # > 105 >  > in > Books > ARCHIVE > Children's Books,http://www.walmart.com/ip/47142311,"PEIRCE, LINCOLN",9462277,176,Andrews McMeel Pub,English,9.00 x 6.00 x 0.50 Inches,
Rapunzel's Revenge,$11.68,Books > Children's Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/8808095,"Hale, DeanHale, Shannon",9902882,144,Bloomsbury Childrens Books,English,10.75 x 7.50 x 0.50 Inches,
MARVEL DOODLE BOOK C&A,$7.71,Books > Comic Books & Graphic Novels > Superheroes,http://www.walmart.com/ip/52894446,MARVEL,148478636X,128,Marvel Press,,,
The Planet Collector,$5.95,"Books > Children's & Kids' Books > Mystery, Thriller & Suspense",http://www.walmart.com/ip/36957239,"Vecchio, LucianoSutton, Laurie S.",4291378,76,Capstone Pr Inc,English,5.75 x 8.75 x 0.25 Inches,
SKYLANDERS: CHAMPIONS,$8.28,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/42155523,"MARZ, RON",1402294,80,Random House Distribution childrens,English,6.25 x 9.00 x 0.25 Inches,
Nate el grande hola! / Big Nate Hello!,$9.84,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,http://www.walmart.com/ip/38410280,"Peirce, Lincoln",9464431,222,Andrews McMeel Pub,English,6.25 x 8.75 x 0.75 Inches,
