Name,Sale Price,Category,Availability,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Pushing On: A Post-Apocalyptic EMP Survival Thriller (The EMP) Paperback – December 9, 2017",$11.99,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/1973502011,Ryan Westfield,1973502011,250 pages,"Independently published (December 9, 2017)",English,5 x 0.6 x 8 inches,12 ounces,4.2 out of 5 stars
"Batman by Grant Morrison Omnibus Vol. 1 Hardcover – July 10, 2018",$67.50,Books > Comics & Graphic Novels > Graphic Novels,"This title will be released on July 10, 2018.",http://www.amazon.com/gp/product/1401282997,Grant Morrison,1401282997,672 pages,"DC Comics (July 10, 2018)",English,,1.2 pounds,
"Supernatural: John Winchester Hardcover Ruled Journal (Insights Journals) Hardcover – September 12, 2017",$15.14,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1683830741,Insight Editions,1683830741,192 pages,"Insights; Jou edition (September 12, 2017)",English,5.2 x 0.8 x 8.2 inches,11.4 ounces,3.6 out of 5 stars
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 9 (light novel) (Is It Wrong to Pick Up Girls in a Dungeon?) Paperback – September 19, 2017",$11.97,Books > Teen & Young Adult > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0316562645,Fujino Omori,0316562645,272 pages,"Yen On (September 19, 2017)",English,5.5 x 0.8 x 8.2 inches,11.2 ounces,4.4 out of 5 stars
"Bradbury Stories: 100 of His Most Celebrated Tales Paperback – April 5, 2005",$17.37,Books > Literature & Fiction > Short Stories & Anthologies,In Stock.,http://www.amazon.com/gp/product/0060544880,Ray Bradbury,0060544880,912 pages,"William Morrow Paperbacks; Perennial ed. edition (April 5, 2005)",English,6.1 x 1.5 x 9.2 inches,2.2 pounds,4.6 out of 5 stars
"Star Wars: Lost Tribe of the Sith - The Collected Stories (Star Wars: Lost Tribe of the Sith - Legends) Paperback – July 24, 2012",$12.95,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/0345541324,John Jackson Miller,9780345541321,432 pages,"Del Rey (July 24, 2012)",English,5.5 x 0.9 x 8.2 inches,13.6 ounces,4.3 out of 5 stars
"The Exile: An Outlander Graphic Novel Hardcover – September 21, 2010",$16.79,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/0345505387,Diana Gabaldon,0345505387,224 pages,"Del Rey; First Edition edition (September 21, 2010)",English,6.5 x 0.7 x 9.5 inches,1.4 pounds,3.1 out of 5 stars
"Spoonbenders: A novel Hardcover – Deckle Edge, June 27, 2017",$19.00,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/152473182X,Daryl Gregory,152473182X,416 pages,"Knopf (June 27, 2017)",English,6.7 x 1.4 x 9.6 inches,1.6 pounds,4.2 out of 5 stars
"Raven Black: Book One of the Shetland Island Quartet (Shetland Island Mysteries) Paperback – June 24, 2008",$11.12,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0312359675,Ann Cleeves,0312359675,384 pages,"Minotaur Books; 1st edition (June 24, 2008)",English,5.6 x 1 x 8.1 inches,1.2 pounds,4.3 out of 5 stars
"A Serpent's Tooth: A Longmire Mystery Paperback – April 29, 2014",$13.10,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/014312546X,Craig Johnson,014312546X,368 pages,"Penguin Books; Advance Copy edition (April 29, 2014)",English,5 x 0.6 x 7.7 inches,9.1 ounces,4.6 out of 5 stars
"American Assassin: A Thriller (A Mitch Rapp Novel) Paperback – August 15, 2017",$11.38,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1501180495,Vince Flynn,1501180495,464 pages,"Atria/Emily Bestler Books; Media Tie-In edition (August 15, 2017)",English,5.3 x 1.3 x 8.2 inches,13.8 ounces,4.5 out of 5 stars
"Into the Black Nowhere: An UNSUB Novel Hardcover – January 30, 2018",$16.25,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1101985550,Meg Gardiner,1101985550,368 pages,"Dutton (January 30, 2018)",English,6.2 x 1.2 x 9.2 inches,1.2 pounds,4.5 out of 5 stars
"What She Left Behind Paperback – December 31, 2013",$9.95,Books > Literature & Fiction > Genre Fiction,Only 1 left in stock - order soon.,http://www.amazon.com/gp/product/0758278454,Ellen Marie Wiseman,0758278454,336 pages,"Kensington; 1st edition (December 31, 2013)",English,5.6 x 0.9 x 8.3 inches,0.3 ounces,4.2 out of 5 stars
"Barbed Wire Heart Hardcover – March 6, 2018",$21.97,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/1538744090,Tess Sharpe,1538744090,416 pages,"Grand Central Publishing; 1 edition (March 6, 2018)",English,6.4 x 1.4 x 9.2 inches,1.4 pounds,4.1 out of 5 stars
"61 Hours (Jack Reacher) Mass Market Paperback – Unabridged, September 28, 2010",$7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0440243696,Lee Child,0440243696,494 pages,"Delacorte Press; 1st edition (September 28, 2010)",English,4.2 x 1.2 x 7.5 inches,9.9 ounces,4.3 out of 5 stars
"Breakthrough Paperback – June 13, 2013",$11.17,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/1475031904,Michael C. Grumley,1475031904,322 pages,"CreateSpace Independent Publishing Platform; First Thus Used edition (June 13, 2013)",English,5 x 0.7 x 8 inches,14.9 ounces,4.3 out of 5 stars
"Turbo Twenty-Three: A Stephanie Plum Novel Mass Market Paperback – September 5, 2017",$6.44,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0345543017,Janet Evanovich,0345543017,352 pages,"Bantam; Reissue edition (September 5, 2017)",English,4.2 x 0.9 x 6.9 inches,5.6 ounces,4.3 out of 5 stars
"Neighborly: A Novel Hardcover – February 1, 2018",$15.99,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1542045770,Ellie Monago,1542045770,307 pages,"Lake Union Publishing (March 1, 2018)",English,5.5 x 1 x 8.2 inches,15.4 ounces,3.9 out of 5 stars
"Before the Fall Paperback – June 6, 2017",$10.40,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1455561797,Noah Hawley,1455561797,416 pages,"Grand Central Publishing; Reprint edition (June 6, 2017)",English,5.4 x 1.1 x 8 inches,11.2 ounces,4.0 out of 5 stars
"Melt (Steel Brothers Saga) Paperback – December 20, 2016",$12.83,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/1943893209,Helen Hardt,1943893209,288 pages,"Waterhouse Press (December 20, 2016)",English,5.2 x 1 x 8.2 inches,9.9 ounces,4.7 out of 5 stars
"The Unbearable Lightness of Being: A Novel Paperback – Deckle Edge, October 27, 2009",$13.31,Books > Literature & Fiction > Classics,In Stock.,http://www.amazon.com/gp/product/0061148520,Milan Kundera,0061148520,320 pages,"Harper Perennial Modern Classics; Deluxe edition (October 27, 2009)",English,5.5 x 0.8 x 8.2 inches,11.4 ounces,4.1 out of 5 stars
"Mudbound (movie tie-in) Paperback – October 31, 2017",$12.54,Books > Politics & Social Sciences > Sociology,In Stock.,http://www.amazon.com/gp/product/1616208414,Hillary Jordan,1616208414,340 pages,"Algonquin Books; Media tie-in edition (October 31, 2017)",English,5 x 1.2 x 9 inches,12.8 ounces,4.5 out of 5 stars
"Surrender (Steel Brothers Saga) Paperback – May 16, 2017",$10.87,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/1943893225,Helen Hardt,1943893225,288 pages,"Waterhouse Press (May 16, 2017)",English,5.2 x 0.8 x 8 inches,7 ounces,4.6 out of 5 stars
"Mrs. Caliban Paperback – November 28, 2017",$9.77,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0811226697,Rachel Ingalls,0811226697,128 pages,"New Directions; Reprint edition (November 28, 2017)",English,5.2 x 0.4 x 8 inches,5 ounces,4.0 out of 5 stars
"The Sandman, Vol. 4: Season of Mists Paperback – February 1, 2011",$15.99,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1401230423,Neil Gaiman,1401230423,192 pages,"Vertigo; New edition edition (February 1, 2011)",English,6.7 x 0.4 x 10.2 inches,13.4 ounces,4.6 out of 5 stars
"Spider-Man: Maximum Carnage Paperback – December 13, 2006",$20.94,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/0785109870,Tom Defalco,0785109870,336 pages,"Marvel; Direct Ed edition (December 13, 2006)",English,6.6 x 0.5 x 10.2 inches,1.2 pounds,4.1 out of 5 stars
"The Art of The Lord of the Rings by J.R.R. Tolkien Hardcover – October 13, 2015",$27.19,Books > Arts & Photography > History & Criticism,In Stock.,http://www.amazon.com/gp/product/0544636341,J.R.R. Tolkien,0544636341,240 pages,"Houghton Mifflin Harcourt; y First American edition edition (October 13, 2015)",English,10 x 0.9 x 10 inches,3.1 pounds,4.7 out of 5 stars
"Sputnik Sweetheart: A Novel Paperback – April 9, 2002",$10.20,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0375726055,Haruki Murakami,0375726055,210 pages,"Vintage; Reprint edition (April 9, 2002)",English,5.2 x 0.6 x 8 inches,4.8 ounces,4.3 out of 5 stars
"The Four Legendary Kingdoms (Jack West, Jr.) Mass Market Paperback – February 27, 2018",$9.99,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/1501167170,Matthew Reilly,1501167170,464 pages,"Pocket Books; Reprint edition (February 27, 2018)",English,4.1 x 1 x 7.5 inches,8.8 ounces,4.7 out of 5 stars
"In the Balance: An Alternate History of the Second World War (Worldwar, Volume 1) Mass Market Paperback – December 28, 1994",$7.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0345388526,Harry Turtledove,0345388526,576 pages,"Del Rey (December 28, 1994)",English,4.2 x 1.4 x 6.9 inches,1.1 pounds,3.8 out of 5 stars
"Berserk, Vol. 16 Paperback – April 10, 2007",$12.31,Books > Comics & Graphic Novels > Manga,In Stock.,http://www.amazon.com/gp/product/1593077068,Kentaro Miura,1593077068,240 pages,"Dark Horse Books (April 10, 2007)",English,5.2 x 0.7 x 7.3 inches,7.2 ounces,4.8 out of 5 stars
"your name. (light novel) Hardcover – May 23, 2017",$13.59,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0316471860,Makoto Shinkai,0316471860,192 pages,"Yen On (May 23, 2017)",English,5.5 x 0.8 x 8 inches,8.8 ounces,4.2 out of 5 stars
"Berserk, Vol. 11 Paperback – April 25, 2006",$13.85,Books > Comics & Graphic Novels > Manga,In Stock.,http://www.amazon.com/gp/product/1593074700,Kentaro Miura,1593074700,240 pages,"Dark Horse Manga (April 25, 2006)",English,5.1 x 0.7 x 7.2 inches,7.2 ounces,4.8 out of 5 stars
"Top Secret Twenty-One: A Stephanie Plum Novel Mass Market Paperback – May 26, 2015",$8.76,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0345542932,Janet Evanovich,0345542932,352 pages,"Bantam; Reprint edition (May 26, 2015)",English,4.2 x 1 x 6.9 inches,7 ounces,4.4 out of 5 stars
"Murderville: First of a Trilogy (Murderville Trilogy) Paperback – July 26, 2011",$10.98,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/1936399008,JaQuavis Coleman,1936399008,288 pages,"Cash Money Content; Original edition (July 26, 2011)",English,5.3 x 0.8 x 8.2 inches,8.8 ounces,4.5 out of 5 stars
"Girl Unknown: A Novel Hardcover – February 6, 2018",$16.95,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Only 1 left in stock - order soon.,http://www.amazon.com/gp/product/0805098747,Karen Perry,0805098747,304 pages,"Henry Holt and Co. (February 6, 2018)",English,6.6 x 1.1 x 9.5 inches,1 pounds,4.1 out of 5 stars
"The Shadow Killer: A Thriller (The Flovent and Thorson Thrillers) Hardcover – May 29, 2018",$26.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","This title will be released on May 29, 2018.",http://www.amazon.com/gp/product/1250124042,Arnaldur Indridason,1250124042,368 pages,"Minotaur Books (May 29, 2018)",English,6.1 x 9.2 inches,1.7 pounds,
"The Banks Sisters Mass Market Paperback – August 25, 2015",$6.61,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/1622869478,Nikki Turner,1622869478,432 pages,"Urban Books (August 25, 2015)",English,4.2 x 1.2 x 6.8 inches,8.8 ounces,3.9 out of 5 stars
"I Know This Much Is True: A Novel (P.S.) Paperback – April 8, 2008",$10.84,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0061469084,Wally Lamb,0061469084,928 pages,"Harper Perennial; 1 edition (April 8, 2008)",English,5.3 x 1.5 x 8 inches,1.6 pounds,4.5 out of 5 stars
To the Lighthouse,,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1946963046,Virginia Woolf,1946963046,212 pages,"Albatross Publishers (May 12, 2017)",English,6.1 x 0.5 x 9.2 inches,11.2 ounces,4.0 out of 5 stars
"The Left Hand Paperback – March 1, 2018",$14.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1947448080,Jordan Allen,1947448080,384 pages,"Lock10 Press (March 1, 2018)",English,6 x 1 x 9 inches,1.4 pounds,5.0 out of 5 stars
"Since We Fell: A Novel Hardcover – May 9, 2017",$14.80,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0062129384,Dennis Lehane,0062129384,432 pages,"Ecco; 1st Edition edition (May 9, 2017)",English,6 x 1.3 x 9 inches,1.5 pounds,3.6 out of 5 stars
"The North Water: A Novel Paperback – March 14, 2017",$10.32,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/125011814X,Ian McGuire,125011814X,272 pages,"Picador; Reprint edition (March 14, 2017)",English,5.5 x 0.7 x 8.3 inches,8.8 ounces,4.3 out of 5 stars
"Vicious Circle (A Joe Pickett Novel) Paperback – January 23, 2018",$7.73,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0399185496,C. J. Box,0399185496,400 pages,"G.P. Putnam's Sons; Reprint edition (January 23, 2018)",English,4.1 x 1 x 7.5 inches,7.8 ounces,4.6 out of 5 stars
"The Two Towers: Being the Second Part of The Lord of the Rings Paperback – September 18, 2012",$11.16,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0547928203,J.R.R. Tolkien,0547928203,352 pages,"Mariner Books; Reprint edition (September 18, 2012)",English,5.5 x 0.9 x 8.2 inches,12 ounces,4.7 out of 5 stars
"NIV, Journal the Word Bible, Large Print, Hardcover, Black: Reflect, Journal, or Create Art Next to Your Favorite Verses Hardcover – Large Print, November 15, 2016",$33.99,Books > Literature & Fiction > Essays & Correspondence,In Stock.,http://www.amazon.com/gp/product/0310445582,Zondervan,0310445582,1952 pages,"Zondervan; Large Print edition (November 15, 2016)",English,6.5 x 2.2 x 8.2 inches,3.2 pounds,4.3 out of 5 stars
"The Wheels on the Bus (Pudgy Board Book) Board book – May 2, 1991",$3.52,Books > Children's Books > Growing Up & Facts of Life,In Stock.,http://www.amazon.com/gp/product/044840124X,Jerry Smath,044840124X,,"Grosset & Dunlap; unknown edition (May 2, 1991)",English,4.8 x 0.4 x 4.8 inches,3.2 ounces,4.5 out of 5 stars
"The Good Fight: A Novel Hardcover – July 10, 2018",$26.09,Books > Literature & Fiction > Genre Fiction,"This title will be released on July 10, 2018.",http://www.amazon.com/gp/product/1101884126,Danielle Steel,1101884126,304 pages,"Delacorte Press (July 10, 2018)",English,6.1 x 0.8 x 9.2 inches,1.2 pounds,
"The Call of the Wild Paperback – July 1, 1990",$3.00,Books > Children's Books > Animals,In Stock.,http://www.amazon.com/gp/product/0486264726,Jack London,0486264726,64 pages,"Dover Publications; 1 edition (July 1, 1990)",English,5.2 x 0.2 x 8.2 inches,2.9 ounces,4.5 out of 5 stars
"1Q84 (Vintage International) Paperback – January 22, 2013",$13.21,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0307476464,Haruki MurakamiJay Rubin,0307476464,1184 pages,"Vintage; Reprint edition (January 22, 2013)",English,5.2 x 2 x 8 inches,1.8 pounds,4.0 out of 5 stars
The Norton Introduction to Literature with 2016 MLA Update (Shorter Twelfth Edition) 12th Edition,,Books > Literature & Fiction > History & Criticism,In Stock.,http://www.amazon.com/gp/product/0393623572,Kelly J. Mays,0393623572,2080 pages,"W. W. Norton & Company; 12 edition (November 4, 2016)",English,6.1 x 1.9 x 9.2 inches,3 pounds,4.2 out of 5 stars
"Till We Have Faces: A Myth Retold Paperback – Deckle Edge, February 14, 2017",$10.87,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0062565419,C. S. Lewis,0062565419,368 pages,"HarperOne; Reissue edition (February 14, 2017)",English,5.3 x 0.8 x 8 inches,8.8 ounces,4.6 out of 5 stars
"'Salem's Lot Mass Market Paperback – December 27, 2011",$6.60,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0307743675,Stephen King,0307743675,672 pages,"Anchor; Reprint edition (December 27, 2011)",English,4.2 x 1.4 x 6.9 inches,11.2 ounces,4.5 out of 5 stars
"The Geeky Chef Cookbook: Real-Life Recipes for Your Favorite Fantasy Foods - Unofficial Recipes from Doctor Who, Game of Thrones, Harry Potter, and more (831) Flexibound – May 19, 2015",$12.29,Books > Arts & Photography > Performing Arts,In Stock.,http://www.amazon.com/gp/product/163106049X,Cassandra Reeder,163106049X,,"Race Point Publishing (May 19, 2015)",English,7.8 x 0.5 x 8.8 inches,1.1 pounds,4.3 out of 5 stars
"Reincarnation Blues: A Novel Hardcover – August 22, 2017",$15.57,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0399178481,Michael Poore,0399178481,384 pages,"Del Rey; First Edition edition (August 22, 2017)",English,6.3 x 1.3 x 9.5 inches,1.5 pounds,4.4 out of 5 stars
"Mighty Morphin Power Rangers Vol. 2 Paperback – March 14, 2017",$11.55,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1608869423,Kyle Higgins,1608869423,112 pages,"BOOM! Studios (March 14, 2017)",English,6.6 x 0.3 x 10.2 inches,6.4 ounces,4.8 out of 5 stars
"The Girl Who Dared to Think (Volume 1) Paperback – August 9, 2017",$15.99,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/154865163X,Bella Forrest,154865163X,408 pages,"CreateSpace Independent Publishing Platform (August 9, 2017)",English,6 x 1 x 9 inches,1.5 pounds,4.7 out of 5 stars
"Re:Zero: Starting Life in Another World, Vol. 1 Paperback – July 19, 2016",$11.97,Books > Teen & Young Adult > Science Fiction & Fantasy,In Stock.,http://www.amazon.com/gp/product/0316315303,Tappei Nagatsuki,0316315303,240 pages,"Yen On (July 19, 2016)",English,5.5 x 0.8 x 8.5 inches,9.1 ounces,4.7 out of 5 stars
"Left Behind: A Novel of the Earth's Last Days Paperback – April 1, 2011",$9.08,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/1414334907,Tim LaHayeJerry B. Jenkins,1414334907,496 pages,"Tyndale House Publishers, Inc.; Reprint edition (April 1, 2011)",English,5.5 x 1.1 x 8.2 inches,12.8 ounces,4.7 out of 5 stars
"The Invisible Library (The Invisible Library Novel) Paperback – June 14, 2016",$10.68,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/1101988649,Genevieve Cogman,1101988649,352 pages,"Ace; Reprint edition (June 14, 2016)",English,5.5 x 0.9 x 8.2 inches,9.9 ounces,4.1 out of 5 stars
"Haroun and the Sea of Stories Paperback – November 1, 1991",$10.87,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0140157379,Salman Rushdie,0140157379,216 pages,Granta Books/Penguin (1991),English,5 x 0.6 x 7.8 inches,6.4 ounces,4.3 out of 5 stars
"Who is the Black Panther? (Marvel Novels) Mass Market Paperback – April 24, 2018",$9.99,Books > Literature & Fiction > Action & Adventure,"This title will be released on April 24, 2018.",http://www.amazon.com/gp/product/1785659472,Jesse J. Holland,1785659472,384 pages,"Titan Books (April 24, 2018)",English,,6.1 ounces,
"The Call of Cthulhu and Other Weird Stories: (Penguin Orange Collection) Paperback – Deckle Edge, October 18, 2016",$12.23,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0143129457,H. P. LovecraftS. T. Joshi,0143129457,368 pages,"Penguin Classics; Reissue edition (October 18, 2016)",English,5.1 x 0.9 x 7.8 inches,12.8 ounces,4.4 out of 5 stars
"Rule of Two (Star Wars: Darth Bane, Book 2) Mass Market Paperback – October 28, 2008",$7.19,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0345477499,Drew Karpyshyn,0345477499,352 pages,"Del Rey; Reprint edition (October 28, 2008)",English,4.2 x 1 x 6.9 inches,7.2 ounces,4.5 out of 5 stars
"NOS4A2: A Novel Paperback – October 15, 2013",$9.71,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0062200585,Joe Hill,0062200585,720 pages,"William Morrow Paperbacks; Reprint edition (October 15, 2013)",English,5.3 x 1.2 x 8 inches,1.2 pounds,4.4 out of 5 stars
"The Dark Angel (Ruth Galloway Mysteries) Hardcover – May 15, 2018",$24.30,"Books > Mystery, Thriller & Suspense > Mystery","This title will be released on May 15, 2018.",http://www.amazon.com/gp/product/0544750322,Elly Griffiths,0544750322,352 pages,"Houghton Mifflin Harcourt (May 15, 2018)",English,5.5 x 8.2 inches,1 pounds,4.5 out of 5 stars
"The Heavens May Fall Paperback – October 4, 2016",$10.84,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1633882055,Allen Eskens,1633882055,270 pages,"Seventh Street Books (October 4, 2016)",English,5.5 x 0.8 x 8.2 inches,13.6 ounces,4.7 out of 5 stars
"Nowhere to Run (A Joe Pickett Novel) Paperback – August 2, 2016",$7.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0735211973,C. J. Box,0735211973,416 pages,"G.P. Putnam's Sons (August 2, 2016)",English,4.2 x 0.8 x 7.5 inches,6.4 ounces,4.6 out of 5 stars
"The Stranger Paperback – June 13, 2016",$8.25,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/1534663320,Albert Camus,1534663320,100 pages,"CreateSpace Independent Publishing Platform (June 13, 2016)",English,7.4 x 0.2 x 9.7 inches,7 ounces,4.2 out of 5 stars
"The First Family: A Novel Hardcover – April 17, 2018",$27.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","This title will be released on April 17, 2018.",http://www.amazon.com/gp/product/1250107423,Michael PalmerDaniel Palmer,1250107423,352 pages,"St. Martin's Press (April 17, 2018)",English,,1.7 pounds,
"A Bend in the Road Paperback – September 13, 2016",$10.67,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1455571636,Nicholas Sparks,1455571636,384 pages,"Grand Central Publishing; Reissue edition (September 13, 2016)",English,5.2 x 1 x 8 inches,10.4 ounces,4.6 out of 5 stars
"Angels Flight (A Harry Bosch Novel) Mass Market Paperback – June 1, 2011",$9.00,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0446582778,Michael Connelly,0446582778,512 pages,"Grand Central Publishing (June 1, 2011)",English,4.2 x 1.2 x 7.5 inches,9.6 ounces,4.6 out of 5 stars
"The Other Side of Everything: A Novel Hardcover – January 23, 2018",$19.03,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/1501167790,Lauren Doyle Owens,1501167790,272 pages,"Touchstone (January 23, 2018)",English,6 x 1 x 9 inches,14.9 ounces,4.2 out of 5 stars
"The Anatomy of Dreams: A Novel Paperback – September 16, 2014",$13.47,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1476761167,Chloe Benjamin,1476761167,320 pages,"Atria Books (September 16, 2014)",English,5.3 x 0.9 x 8.2 inches,9.1 ounces,3.9 out of 5 stars
"The Walking Dead: Here's Negan Hardcover – October 10, 2017",$15.67,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/1534303278,Robert Kirkman,1534303278,72 pages,"Image Comics (October 10, 2017)",English,7.5 x 0.4 x 11.1 inches,1 pounds,3.5 out of 5 stars
"White Teeth: A Novel Paperback – June 12, 2001",$10.00,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0375703861,Zadie Smith,0375703861,464 pages,"Vintage (June 12, 2001)",English,5.2 x 1 x 8 inches,13.6 ounces,3.8 out of 5 stars
"Silence Fallen (A Mercy Thompson Novel) Mass Market Paperback – January 30, 2018",$7.99,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0425281280,Patricia Briggs,0425281280,352 pages,"Ace; Reprint edition (January 30, 2018)",English,4.2 x 0.9 x 6.8 inches,5.8 ounces,4.7 out of 5 stars
"The Best American Short Stories 2017 (The Best American Series ®) Paperback – October 3, 2017",$10.40,Books > Literature & Fiction > Short Stories & Anthologies,In Stock.,http://www.amazon.com/gp/product/054458290X,Meg Wolitzer,054458290X,336 pages,"Mariner Books (October 3, 2017)",English,5.5 x 0.8 x 8.2 inches,8 ounces,4.0 out of 5 stars
"The Dark Tower V: The Wolves of the Calla (The Dark Tower, Book 5) Mass Market Paperback – January 24, 2006",$8.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/141651693X,Stephen King,141651693X,960 pages,"Pocket Books; First Edition edition (February 1, 2006)",English,4.1 x 1.5 x 7.5 inches,15.2 ounces,4.6 out of 5 stars
"The Savior's Champion (The Savior's Series) Hardcover – April 24, 2018",$19.96,Books > Literature & Fiction > Action & Adventure,This title has not yet been released.,http://www.amazon.com/gp/product/0999735217,Jenna Moreci,0999735217,562 pages,"Jenna Moreci (April 24, 2018)",English,6 x 1.4 x 9 inches,2.2 pounds,
"Sour Honey & Soul Food Paperback – June 27, 2017",$14.81,Books > Literature & Fiction > Poetry,In Stock.,http://www.amazon.com/gp/product/194532208X,Billy Chapata,194532208X,216 pages,"Monarch Publishing, LLC (June 27, 2017)",English,6 x 0.5 x 9 inches,10.4 ounces,4.7 out of 5 stars
"No Game No Life, Vol. 5 - light novel Paperback – December 20, 2016",$11.97,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0316385239,Yuu Kamiya,0316385239,208 pages,"Yen On (December 20, 2016)",English,5.5 x 0.5 x 8.2 inches,7.8 ounces,4.8 out of 5 stars
