Name,Sale Price,Category,Availability,URL,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
"Killjoy: A Novel (Buchanan-Renard) Paperback – February 27, 2018",$7.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0525618848,Julie Garwood,0525618848,464 pages,"Ballantine Books; Reissue edition (February 27, 2018)",English,4.2 x 1.1 x 7.6 inches,8.2 ounces,4.5 out of 5 stars
"Amish Sweethearts: Four Amish Novellas Paperback – January 9, 2018",$8.69,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0718091159,Amy Clipston,0718091159,432 pages,"Zondervan (January 9, 2018)",English,5.5 x 1.1 x 8.4 inches,11.8 ounces,4.4 out of 5 stars
"A Million Little Things (Mischief Bay) Mass Market Paperback – December 26, 2017",$6.74,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0778331156,Susan Mallery,0778331156,416 pages,"MIRA (December 26, 2017)",English,4.1 x 1.1 x 6.6 inches,6.7 ounces,4.6 out of 5 stars
"Master of the Game Paperback – June 27, 2017",$9.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1478948434,Sidney Sheldon,1478948434,544 pages,"Grand Central Publishing; Reissue edition (June 27, 2017)",English,5.2 x 1.5 x 8 inches,14.9 ounces,4.6 out of 5 stars
"Second Chance Summer (A Cedar Ridge Novel) Hardcover – Large Print, December 23, 2015",$30.99,Books > Literature & Fiction > Genre Fiction,"Temporarily out of stock.
        
        
    
    
    
        




    
    



    
    
         
        
            Order now and we'll deliver when available.
            
            
            
            
             Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.
            
            
            
            
            Details",http://www.amazon.com/gp/product/1410484521,Jill Shalvis,1410484521,459 pages,"Thorndike Press Large Print; Large Print edition (December 23, 2015)",English,5.8 x 1 x 8.8 inches,1.6 pounds,4.6 out of 5 stars
"The Notebook Mass Market Paperback – June 24, 2014",$8.00,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1455582875,Nicholas Sparks,1455582875,272 pages,"Grand Central Publishing; Reissue edition (June 24, 2014)",English,4.2 x 0.9 x 6.9 inches,4.2 ounces,4.5 out of 5 stars
"Hood Love and Loyalty (Hood series) Paperback – August 22, 2017",$5.08,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/1549557416,EL Griffin,1549557416,200 pages,"Independently published (August 22, 2017)",English,5.2 x 0.5 x 8 inches,10.2 ounces,4.1 out of 5 stars
"Emma (Penguin Classics) Paperback – May 6, 2003",$8.98,Books > Literature & Fiction > History & Criticism,In Stock.,http://www.amazon.com/gp/product/0141439580,Jane Austen,0141439580,512 pages,"Penguin Classics; Reissue edition (May 6, 2003)",English,5.1 x 0.9 x 7.8 inches,10.6 ounces,4.2 out of 5 stars
"The Girl You Left Behind: A Novel Paperback – June 24, 2014",$10.58,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/014312577X,Jojo Moyes,014312577X,480 pages,"Penguin Books; Reprint edition (June 24, 2014)",English,5.4 x 1 x 8.4 inches,13.6 ounces,4.6 out of 5 stars
"180 Seconds Paperback – April 25, 2017",$5.99,Books > Teen & Young Adult > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/1503943364,Jessica Park,1503943364,300 pages,"Skyscape (April 25, 2017)",English,5.5 x 1 x 8.2 inches,9.3 ounces,4.6 out of 5 stars
"One Last Time Paperback – February 26, 2018",$13.49,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1942834357,Corinne Michaels,1942834357,366 pages,"BAAE Publishing (February 26, 2018)",English,5.5 x 0.8 x 8.5 inches,1 pounds,4.8 out of 5 stars
"The Sins of Lord Lockwood (Rules for the Reckless) Mass Market Paperback – February 27, 2018",$7.99,Books > Romance > Historical,In Stock.,http://www.amazon.com/gp/product/1501139045,Meredith Duran,1501139045,368 pages,"Pocket Books (February 27, 2018)",English,4.1 x 1 x 6.8 inches,6.2 ounces,4.6 out of 5 stars
"What Comes Between Cousins Paperback – March 12, 2018",$15.99,Books > Romance > Historical,In Stock.,http://www.amazon.com/gp/product/1987929772,Jann Rowland,1987929772,392 pages,"One Good Sonnet Publishing; 1 edition (March 12, 2018)",English,6 x 0.9 x 9 inches,1.5 pounds,4.3 out of 5 stars
"Silver Bay: A Novel Paperback – August 26, 2014",$13.04,Books > Literature & Fiction > Genre Fiction,Only 17 left in stock (more on the way).,http://www.amazon.com/gp/product/0143126482,Jojo Moyes,0143126482,400 pages,"Penguin Books (August 26, 2014)",English,5.5 x 0.8 x 8.4 inches,11.2 ounces,4.2 out of 5 stars
"Heaven and Earth (Three Sisters) Paperback – Deckle Edge, April 28, 2015",$13.21,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/0425278158,Nora Roberts,0425278158,368 pages,"Berkley; Reprint edition (April 28, 2015)",English,5.6 x 0.9 x 8.3 inches,12 ounces,4.7 out of 5 stars
"The River House (Swift River Valley) Mass Market Paperback – March 27, 2018",$7.99,Books > Literature & Fiction > Women's Fiction,"This title will be released on March 27, 2018.",http://www.amazon.com/gp/product/0778330834,Carla Neggers,0778330834,352 pages,"MIRA (March 27, 2018)",English,4.1 x 0.9 x 6.5 inches,5.6 ounces,
"Her Last Word Paperback – May 8, 2018",$9.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","This title will be released on May 8, 2018.",http://www.amazon.com/gp/product/1503950069,Mary Burton,1503950069,364 pages,"Montlake Romance (May 8, 2018)",English,5.5 x 1 x 8.2 inches,1.2 pounds,
"A Shade of Vampire 57: A Charge of Allies (Volume 57) Paperback – March 2, 2018",$12.99,Books > Romance > Paranormal,In Stock.,http://www.amazon.com/gp/product/1985382008,Bella Forrest,1985382008,318 pages,"CreateSpace Independent Publishing Platform (March 2, 2018)",English,6 x 0.8 x 9 inches,1.2 pounds,4.9 out of 5 stars
"The Valentine Two-Step & The Color of Courage Mass Market Paperback – January 30, 2018",$5.24,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/133546820X,RaeAnne Thayne,133546820X,496 pages,"Harlequin Bestselling Author Collection; Reissue edition (January 30, 2018)",English,4.2 x 1.3 x 6.6 inches,7.8 ounces,4.2 out of 5 stars
"Dark Lover: The First Novel of the Black Dagger Brotherhood Mass Market Paperback – February 19, 2014",$7.99,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0451468104,J.R. Ward,0451468104,432 pages,"Berkley (February 19, 2014)",English,4.1 x 1.2 x 6.8 inches,7 ounces,4.5 out of 5 stars
"The Friends We Keep: A Novel (Mischief Bay) Mass Market Paperback – December 27, 2016",$6.89,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/0778326748,Susan Mallery,0778326748,464 pages,"MIRA; Reprint edition (December 27, 2016)",English,4.2 x 1.2 x 6.6 inches,7.8 ounces,4.6 out of 5 stars
"Iron Kissed (Mercy Thompson, Book 3) Mass Market Paperback – January 2, 2008",$7.99,Books > Literature & Fiction > Action & Adventure,In Stock.,http://www.amazon.com/gp/product/0441015662,Patricia Briggs,0441015662,304 pages,"Ace (January 2, 2008)",English,4.2 x 0.8 x 6.8 inches,5.6 ounces,4.7 out of 5 stars
"A Shade Of Vampire 4: A Shadow Of Light (Volume 4) Paperback – July 30, 2013",$12.18,Books > Teen & Young Adult > Science Fiction & Fantasy,In Stock.,http://www.amazon.com/gp/product/1491231130,Bella Forrest,1491231130,316 pages,"CreateSpace Independent Publishing Platform (July 30, 2013)",English,6 x 0.8 x 9 inches,13.6 ounces,4.6 out of 5 stars
"Two for the Dough (Stephanie Plum Novels) Paperback – June 22, 2010",$11.72,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0312675062,Janet Evanovich,0312675062,352 pages,"St. Martin's Griffin; Reprint edition (June 22, 2010)",English,5.5 x 0.8 x 8.5 inches,1.1 pounds,4.5 out of 5 stars
"The Hookup (Moonlight and Motor Oil Series) (Volume 1) Paperback – December 19, 2017",$19.99,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1975750381,Kristen Ashley,1975750381,358 pages,"CreateSpace Independent Publishing Platform (December 19, 2017)",English,6 x 0.9 x 9 inches,1.2 pounds,4.4 out of 5 stars
"A Song Unheard (Shadows Over England) Paperback – January 2, 2018",$10.99,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0764219278,Roseanna M. White,0764219278,416 pages,"Bethany House Publishers (January 2, 2018)",English,5.6 x 1 x 8.4 inches,13.3 ounces,4.7 out of 5 stars
"The First Man in Rome (In the Masters of Rome) Paperback – November 11, 2008",$6.75,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0061582417,Colleen McCullough,0061582417,1123 pages,"Avon Books; 1st edition (November 11, 2008)",English,5.3 x 1.8 x 8 inches,2 pounds,4.4 out of 5 stars
"An Amish Winter: Home Sweet Home, A Christmas Visitor, When Winter Comes Mass Market Paperback – December 5, 2017",$6.21,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0785217223,Amy Clipston,0785217223,400 pages,"Zondervan (December 5, 2017)",English,4.2 x 1 x 6.8 inches,6.4 ounces,4.3 out of 5 stars
"Lilac Lane (A Chesapeake Shores Novel) Hardcover – October 17, 2017",$14.87,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0778331334,Sherryl Woods,0778331334,352 pages,"MIRA; 1st edition (October 17, 2017)",English,6.4 x 1.2 x 9.2 inches,1.1 pounds,4.6 out of 5 stars
"Black Roses: The Mitchell Sisters Book Three Paperback – April 20, 2016",$12.99,Books > Romance > New Adult & College,In Stock.,http://www.amazon.com/gp/product/1530601576,Samantha Christy,1530601576,372 pages,"CreateSpace Independent Publishing Platform (April 20, 2016)",English,5.5 x 0.9 x 8.5 inches,1.2 pounds,4.7 out of 5 stars
"Here Comes the Sun (Butler, Vermont Series) Paperback – January 23, 2018",$12.61,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1420148346,Marie Force,1420148346,288 pages,"Zebra (January 23, 2018)",English,5.6 x 0.7 x 8.4 inches,12 ounces,4.7 out of 5 stars
"River Marked (Mercy Thompson, Book 6) (A Mercy Thompson Novel) Mass Market Paperback – January 31, 2012",$7.99,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0441020003,Patricia Briggs,9780441020003,304 pages,"Ace; Reprint edition (January 31, 2012)",English,4.2 x 0.8 x 6.8 inches,2.4 ounces,4.5 out of 5 stars
"Catching Caden Paperback – December 15, 2017",$12.29,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1979928959,Samantha Christy,1979928959,400 pages,"CreateSpace Independent Publishing Platform (December 15, 2017)",English,5.5 x 1 x 8.5 inches,1.3 pounds,4.8 out of 5 stars
"Beautiful Disaster: A Novel (Beautiful Disaster Series) Paperback – August 14, 2012",$12.08,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1476712042,Jamie McGuire,1476712042,432 pages,"Atria Books; Original ed. edition (August 14, 2012)",English,5.3 x 1.1 x 8.2 inches,5.6 ounces,4.4 out of 5 stars
"The Lacemaker Paperback – January 2, 2018",$12.75,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0800726634,Laura Frantz,0800726634,416 pages,"Revell (January 2, 2018)",English,5.5 x 1 x 8.5 inches,12.2 ounces,4.7 out of 5 stars
"Burned: A Fever Novel Mass Market Paperback – November 24, 2015",$7.97,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0440246423,Karen Marie Moning,0440246423,512 pages,"Dell (November 24, 2015)",English,4.2 x 1.1 x 6.9 inches,6.4 ounces,4.3 out of 5 stars
"The Loveliest Chocolate Shop in Paris (A Novel with Recipes) Paperback – February 4, 2014",$10.85,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1402284403,Jenny Colgan,1402284403,384 pages,"Sourcebooks Landmark (February 4, 2014)",English,5.5 x 1 x 8.2 inches,14.4 ounces,4.4 out of 5 stars
"Beautiful Oblivion: A Novel (The Maddox Brothers Series) Paperback – July 1, 2014",$10.76,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1476759588,Jamie McGuire,1476759588,336 pages,"Atria Books (July 1, 2014)",English,5.3 x 1 x 8.2 inches,9.9 ounces,4.5 out of 5 stars
"Beautiful Sacrifice: A Novel (Maddox Brothers) (Volume 3) Paperback – May 31, 2015",$14.99,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1511847506,Jamie McGuire,1511847506,270 pages,"CreateSpace Independent Publishing Platform (May 31, 2015)",English,5.5 x 0.7 x 8.5 inches,13.4 ounces,4.5 out of 5 stars
"His Risk: The Amish of Hart County Paperback – March 6, 2018",$9.79,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0062469150,Shelley Shepard Gray,0062469150,288 pages,"Avon Inspire (March 6, 2018)",English,5.3 x 0.6 x 8 inches,7.2 ounces,4.6 out of 5 stars
"Threads of Suspicion (An Evie Blackwell Cold Case) Paperback – May 2, 2017",$11.19,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0764219979,Dee Henderson,0764219979,432 pages,"Bethany House Publishers (May 2, 2017)",English,5.5 x 1.1 x 8.3 inches,1.8 pounds,4.3 out of 5 stars
"Savage Paperback – February 9, 2018",$13.58,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1985228548,Kira Blakely,1985228548,278 pages,"CreateSpace Independent Publishing Platform (February 9, 2018)",English,5 x 0.7 x 8 inches,13.1 ounces,4.7 out of 5 stars
"Buttons and Lace (Volume 1) Paperback – November 15, 2016",$13.99,Books > Romance > Romantic Suspense,In Stock.,http://www.amazon.com/gp/product/1539340775,Penelope Sky,1539340775,368 pages,"CreateSpace Independent Publishing Platform (November 15, 2016)",English,5.2 x 0.8 x 8 inches,11.2 ounces,4.6 out of 5 stars
"Blackmailed by the beast Paperback – February 9, 2018",$9.68,Books > Romance > New Adult & College,In Stock.,http://www.amazon.com/gp/product/1910575798,Georgia Le Carre,1910575798,226 pages,"Georgia Le Carre (February 9, 2018)",English,5 x 0.6 x 8 inches,10.9 ounces,4.5 out of 5 stars
"Beautiful Ruins: A Novel Paperback – April 2, 2013",$8.93,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0061928178,Jess Walter,0061928178,337 pages,"Harper Perennial; Reprint edition (April 2, 2013)",English,5.3 x 0.8 x 8 inches,1.1 pounds,3.9 out of 5 stars
"A Light on the Hill (Cities of Refuge) Paperback – February 6, 2018",$10.99,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0764219863,Connilyn Cossette,0764219863,336 pages,"Bethany House Publishers (February 6, 2018)",English,5.5 x 0.8 x 8.5 inches,10.6 ounces,4.9 out of 5 stars
"The Choice Mass Market Paperback – April 1, 2009",$6.37,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/0446618314,Nicholas Sparks,0446618314,336 pages,"Vision; Reissue edition (April 1, 2009)",English,4.2 x 0.9 x 7 inches,8.8 ounces,4.5 out of 5 stars
"Sex, Not Love Paperback – January 15, 2018",$13.49,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1942215703,Vi Keeland,1942215703,300 pages,"Vi Keeland (January 15, 2018)",English,5 x 0.8 x 8 inches,13.4 ounces,4.8 out of 5 stars
"Natural Witch (Magical Mayhem) (Volume 1) Paperback – January 25, 2018",$9.99,Books > Romance > Paranormal,In Stock.,http://www.amazon.com/gp/product/1983641723,K.F. Breene,1983641723,422 pages,"CreateSpace Independent Publishing Platform (January 25, 2018)",English,5 x 1.1 x 8 inches,1.2 pounds,4.7 out of 5 stars
"Beautiful Redemption: A Novel (The Maddox Brothers Series) (Volume 2) Paperback – January 27, 2015",$11.47,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1502541858,Jamie McGuire,1502541858,266 pages,"CreateSpace Independent Publishing Platform (January 27, 2015)",English,5.5 x 0.7 x 8.5 inches,14.4 ounces,4.5 out of 5 stars
"American Wife: A Novel (Random House Reader's Circle) Paperback – February 10, 2009",$13.47,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0812975405,Curtis Sittenfeld,0812975405,568 pages,"Random House Trade Paperbacks; First Printing edition (February 10, 2009)",English,5.2 x 1.3 x 8 inches,15.2 ounces,3.5 out of 5 stars
"Tiny Little Thing Paperback – February 2, 2016",$10.88,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0425278867,Beatriz Williams,0425278867,416 pages,"Berkley; Reprint edition (February 2, 2016)",English,5.3 x 0.9 x 8 inches,12.6 ounces,4.2 out of 5 stars
"A Turn in the Road (A Blossom Street Novel) Mass Market Paperback – October 31, 2017",$7.62,Books > Christian Books & Bibles > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/0778330419,Debbie Macomber,0778330419,384 pages,"MIRA; Reprint edition (October 31, 2017)",English,4.1 x 1 x 6.6 inches,1 pounds,4.7 out of 5 stars
"Born of Vengeance: The League: Nemesis Rising Mass Market Paperback – January 2, 2018",$8.99,Books > Science Fiction & Fantasy > Science Fiction,In Stock.,http://www.amazon.com/gp/product/125008279X,Sherrilyn Kenyon,125008279X,384 pages,"St. Martin's Paperbacks (January 2, 2018)",English,4.1 x 1 x 6.9 inches,6.4 ounces,4.0 out of 5 stars
"Lord John and the Brotherhood of the Blade: A Novel (Lord John Grey) Paperback – August 26, 2008",$14.14,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0385337507,Diana Gabaldon,0385337507,528 pages,"Bantam; Reprint edition (August 26, 2008)",English,5.5 x 1.1 x 8.2 inches,1.4 pounds,4.4 out of 5 stars
"Wanted (Addicted Trilogy) (Volume 3) Paperback – July 7, 2015",$12.37,Books > Romance > Romantic Suspense,In Stock.,http://www.amazon.com/gp/product/1514808919,S. Nelson,1514808919,314 pages,"CreateSpace Independent Publishing Platform; 1 edition (July 7, 2015)",English,6 x 0.8 x 9 inches,1.2 pounds,4.5 out of 5 stars
"All the Little Lights Paperback – May 29, 2018",$9.99,Books > Literature & Fiction > Genre Fiction,"This title will be released on May 29, 2018.",http://www.amazon.com/gp/product/1503902781,Jamie McGuire,1503902781,444 pages,"Montlake Romance (May 29, 2018)",English,5.5 x 1 x 8.2 inches,1.4 pounds,
"The Awakening of Miss Prim: A Novel Paperback – July 8, 2014",$11.71,Books > Literature & Fiction > World Literature,In Stock.,http://www.amazon.com/gp/product/1476734240,Natalia Sanmartin Fenollera,1476734240,272 pages,"Atria Books; Translation edition (July 8, 2014)",English,5.3 x 0.8 x 8.2 inches,7 ounces,4.0 out of 5 stars
"Leopard's Blood (A Leopard Novel) Mass Market Paperback – October 24, 2017",$4.71,Books > Science Fiction & Fantasy > Fantasy,In Stock.,http://www.amazon.com/gp/product/0399583971,Christine Feehan,0399583971,416 pages,"Berkley (October 24, 2017)",English,4.2 x 1.1 x 6.8 inches,7 ounces,4.4 out of 5 stars
"The Liar Mass Market Paperback – March 1, 2016",$5.98,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1101989750,Nora Roberts,1101989750,480 pages,"Berkley; 978-039917086-7 edition (March 1, 2016)",English,4.2 x 1 x 6.8 inches,7 ounces,4.3 out of 5 stars
"Lolita Paperback – February 1, 2018",$12.16,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1977065341,Vladimir Nabokov,1977065341,227 pages,"Independently published (February 1, 2018)",English,6 x 0.6 x 9 inches,14.4 ounces,4.1 out of 5 stars
"Refuge Cove (The New Americana Series) Mass Market Paperback – January 30, 2018",$7.99,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1420144901,Janet Dailey,1420144901,304 pages,"Zebra; Reissue edition (January 30, 2018)",English,4.2 x 0.9 x 6.8 inches,5.1 ounces,4.2 out of 5 stars
"Holding Onto Forever (The Beaumont Series - Next Generation) (Volume 1) Paperback – September 25, 2017",$14.99,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/1977501230,Heidi McLaughlin,1977501230,292 pages,"CreateSpace Independent Publishing Platform (September 25, 2017)",English,5 x 0.7 x 8 inches,13.6 ounces,4.7 out of 5 stars
"Griffin and Sabine, 25th Anniversary Limited Edition: An Extraordinary Correspondence Hardcover – April 5, 2016",$17.73,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/145215595X,Nick Bantock,145215595X,48 pages,"Chronicle Books; Anniversary, Limited edition (April 5, 2016)",English,8.5 x 0.8 x 8 inches,1.1 pounds,4.5 out of 5 stars
"Face the Fire (Three Sisters) Paperback – Deckle Edge, June 2, 2015",$13.60,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/0425278131,Nora Roberts,0425278131,384 pages,"Berkley (June 2, 2015)",English,5.6 x 1 x 8.3 inches,7.8 ounces,4.7 out of 5 stars
"Hunting Ground (Alpha & Omega, Book 2) Mass Market Paperback – August 25, 2009",$7.99,Books > Science Fiction & Fantasy > Fantasy,Only 18 left in stock (more on the way).,http://www.amazon.com/gp/product/044101738X,Patricia Briggs,044101738X,320 pages,"Ace (August 25, 2009)",English,4.2 x 0.8 x 6.8 inches,4.8 ounces,4.7 out of 5 stars
"Walking Disaster: A Novel (Beautiful Disaster Series) Paperback – April 2, 2013",$8.98,Books > Literature & Fiction > Women's Fiction,In Stock.,http://www.amazon.com/gp/product/1476712980,Jamie McGuire,1476712980,448 pages,"Atria Books; Original ed. edition (April 2, 2013)",English,5.3 x 1.2 x 8.2 inches,13.1 ounces,4.4 out of 5 stars
"Island Beneath the Sea: A Novel (P.S.) Paperback – April 26, 2011",$10.07,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/0061988251,Isabel Allende,0061988251,480 pages,"Harper Perennial; Reprint edition (April 26, 2011)",English,5.3 x 1.1 x 8 inches,4.8 ounces,4.5 out of 5 stars
"Some Kind of Hero: A Troubleshooters Novel Mass Market Paperback – February 27, 2018",$5.98,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/034554384X,Suzanne Brockmann,034554384X,400 pages,"Ballantine Books; Reprint edition (February 27, 2018)",English,4.2 x 1.1 x 6.9 inches,7.2 ounces,4.6 out of 5 stars
"An Honorable Seduction (The Westmoreland Legacy) Mass Market Paperback – May 8, 2018",$5.25,Books > Literature & Fiction > Genre Fiction,"This title will be released on May 8, 2018.",http://www.amazon.com/gp/product/1335971475,Brenda Jackson,1335971475,224 pages,"Harlequin Desire (May 8, 2018)",English,4.2 x 0.6 x 6.6 inches,4 ounces,
"The Other Side of the Pillow: A Novel Paperback – July 28, 2015",$11.50,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0743499328,Zane,0743499328,288 pages,"Atria Books; Reprint edition (July 28, 2015)",English,5.3 x 0.8 x 8.2 inches,9.9 ounces,4.4 out of 5 stars
"Come Back to Me (Blessings, Georgia) Mass Market Paperback – September 4, 2018",$7.99,Books > Literature & Fiction > Women's Fiction,"This title will be released on September 4, 2018.",http://www.amazon.com/gp/product/1492663506,Sharon Sala,1492663506,352 pages,"Sourcebooks Casablanca (September 4, 2018)",English,4.2 x 6.9 inches,1.1 pounds,
"Enchantress of Numbers: A Novel of Ada Lovelace Hardcover – December 5, 2017",$15.74,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1101985208,Jennifer Chiaverini,1101985208,448 pages,"Dutton (December 5, 2017)",English,6.4 x 1.4 x 9.3 inches,1.5 pounds,3.8 out of 5 stars
"Marry Me By Sundown Hardcover – July 10, 2018",$18.63,Books > Literature & Fiction > United States,"This title will be released on July 10, 2018.",http://www.amazon.com/gp/product/1501162233,Johanna Lindsey,1501162233,384 pages,"Gallery Books (July 10, 2018)",English,,1.7 pounds,
"Welcome to Moonlight Harbor (A Moonlight Harbor Novel) Mass Market Paperback – April 17, 2018",$7.99,Books > Literature & Fiction > Genre Fiction,"This title will be released on April 17, 2018.",http://www.amazon.com/gp/product/077836805X,Sheila Roberts,077836805X,400 pages,"MIRA (April 17, 2018)",English,4.1 x 1 x 6.6 inches,6.6 ounces,
"My Sweet Audrina Paperback – May 24, 2011",$8.98,Books > Teen & Young Adult > Literature & Fiction,In Stock.,http://www.amazon.com/gp/product/1442420189,V.C. Andrews,1442420189,464 pages,"Simon Pulse; 1st Edition edition (May 24, 2011)",English,5.5 x 1.2 x 8.2 inches,14.1 ounces,4.2 out of 5 stars
"Good Guys Love Dogs Paperback – May 6, 2013",$14.99,Books > Romance > Contemporary,In Stock.,http://www.amazon.com/gp/product/0989110613,Inglath Cooper,0989110613,358 pages,"Fence Free Entertainment, LLC; 2nd Edition edition (May 6, 2013)",English,5.2 x 0.8 x 8 inches,14.1 ounces,4.5 out of 5 stars
"The King's Curse (The Plantagenet and Tudor Novels) Paperback – April 7, 2015",$10.48,Books > Literature & Fiction > Genre Fiction,In Stock.,http://www.amazon.com/gp/product/1451626126,Philippa Gregory,1451626126,640 pages,"Touchstone; Reprint edition (April 7, 2015)",English,5.2 x 1.3 x 8 inches,1.2 pounds,4.6 out of 5 stars
"A Duke in Shining Armor: Difficult Dukes Mass Market Paperback – November 28, 2017",$4.19,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0062457381,Loretta Chase,0062457381,400 pages,"Avon (November 28, 2017)",English,4.2 x 1 x 6.6 inches,6.7 ounces,4.3 out of 5 stars
"Sunstone Book One Hardcover – April 4, 2017",$29.68,Books > Comics & Graphic Novels > Graphic Novels,In Stock.,http://www.amazon.com/gp/product/153430150X,Stjepan Sejic,153430150X,376 pages,"Image Comics; Deluxe edition (April 4, 2017)",English,7.7 x 1 x 11.1 inches,2.6 pounds,5.0 out of 5 stars
"The Sleepwalker: A Novel (Vintage Contemporaries) Paperback – October 3, 2017",$12.83,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",In Stock.,http://www.amazon.com/gp/product/0804170991,Chris Bohjalian,0804170991,304 pages,"Vintage; Reprint edition (October 3, 2017)",English,5.2 x 0.6 x 8 inches,7.8 ounces,4.1 out of 5 stars
"A Treacherous Curse (A Veronica Speedwell Mystery) Hardcover – January 16, 2018",$16.37,"Books > Mystery, Thriller & Suspense > Mystery",In Stock.,http://www.amazon.com/gp/product/0451476174,Deanna Raybourn,0451476174,320 pages,"Berkley (January 16, 2018)",English,6.4 x 1.1 x 9.3 inches,1.1 pounds,4.6 out of 5 stars
"Dark Witch (The Cousins O'Dwyer Trilogy) Mass Market Paperback – January 24, 2017",$5.98,Books > Literature & Fiction > United States,In Stock.,http://www.amazon.com/gp/product/0515152897,Nora Roberts,0515152897,352 pages,"Berkley; Reissue edition (January 24, 2017)",English,4.2 x 0.9 x 6.8 inches,5.6 ounces,4.4 out of 5 stars
