Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
"Someone to Trust (A Westcott Novel) Mass Market Paperback – November 27, 2018",$7.19 ,Books > Romance > Historical,Mary Balogh,400 pages,"Berkley (November 27, 2018)",English,4.2 x 1 x 6.8 inches,
"The Four Swans (Poldark) Paperback – Unabridged, June 1, 2008",$14.95 ,Books > Literature & Fiction > Genre Fiction,Winston Graham,592 pages,"Pan Macmillan; Unabridged edition edition (June 1, 2008)",English,5 x 1.5 x 8 inches,4.7 out of 5 stars
"A Well-Tempered Heart Paperback – January 21, 2014",$11.77 ,Books > Literature & Fiction > Genre Fiction,Jan-Philipp Sendker,400 pages,"Other Press (January 21, 2014)",English,5.6 x 1 x 8.3 inches,4.5 out of 5 stars
"Sweetbriar Cottage Paperback – June 13, 2017",$8.79 ,Books > Christian Books & Bibles > Literature & Fiction,Denise Hunter,320 pages,"Thomas Nelson (June 13, 2017)",English,5.4 x 0.8 x 8.3 inches,4.6 out of 5 stars
"Anna Karenina (Wordsworth Classics) Paperback – August 1, 1997",$3.95 ,Books > Literature & Fiction > History & Criticism,Leo Tolstoy,848 pages,"Wordsworth Editions Ltd; New edition edition (August 1, 1997)",English,5.2 x 1.8 x 8 inches,4.1 out of 5 stars
"Troubled Waters (Montana Rescue) Paperback – January 2, 2018",$10.19 ,Books > Christian Books & Bibles > Literature & Fiction,Susan May Warren,352 pages,"Revell (January 2, 2018)",English,5.5 x 0.9 x 8.4 inches,4.7 out of 5 stars
"Hush, Hush Paperback – September 21, 2010",$9.90 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Becca Fitzpatrick,432 pages,"Simon & Schuster Books for Young Readers; Reprint edition (September 22, 2010)",English,5.5 x 1.1 x 8.2 inches,4.3 out of 5 stars
Morphine The Phantom of Love,,Books > Literature & Fiction > Genre Fiction,Rom Amor,459 pages,"CreateSpace Independent Publishing Platform (January 7, 2017)",English,6 x 1 x 9 inches,5.0 out of 5 stars
"Beneath the Surface (Dive Team Investigations) Paperback – March 6, 2018",$10.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lynn H. Blackburn,352 pages,"Revell (March 6, 2018)",English,5.5 x 1 x 8.5 inches,4.5 out of 5 stars
"What We Find (Sullivan's Crossing) Mass Market Paperback – February 28, 2017",$6.74 ,Books > Literature & Fiction > Women's Fiction,Robyn Carr,400 pages,"MIRA; Reprint edition (February 28, 2017)",English,4.2 x 1 x 6.6 inches,4.5 out of 5 stars
"Good Luck with That Paperback – August 7, 2018",$14.72 ,Books > Literature & Fiction > Women's Fiction,Kristan Higgins,480 pages,"Berkley (August 7, 2018)",English,5.5 x 1 x 8.2 inches,
"Just One Damned Thing After Another: The Chronicles of St. Mary's Book One Paperback – June 7, 2016",$10.59 ,Books > Literature & Fiction > Action & Adventure,Jodi Taylor,348 pages,"Night Shade Books; Reissue edition (June 7, 2016)",English,5.5 x 1 x 8.2 inches,4.4 out of 5 stars
"Cloak & Silence (The League) Paperback – August 9, 2013",$8.99 ,Books > Romance > Paranormal,Sherrilyn Kenyon,204 pages,"CreateSpace Independent Publishing Platform; 1 edition (August 9, 2013)",English,6 x 0.5 x 9 inches,4.5 out of 5 stars
"Dead in the Family (Sookie Stackhouse/True Blood) Mass Market Paperback – March 29, 2011",$5.99 ,"Books > Mystery, Thriller & Suspense > Mystery",Charlaine Harris,368 pages,"Ace; Reprint edition (March 29, 2011)",English,4.1 x 1 x 6.8 inches,3.9 out of 5 stars
"The Duchess Deal: Girl Meets Duke Mass Market Paperback – August 22, 2017",$6.79 ,Books > Literature & Fiction > United States,Tessa Dare,384 pages,"Avon (August 22, 2017)",English,4.2 x 1 x 6.6 inches,4.7 out of 5 stars
"Dark Carousel (Carpathian Novel, A) Mass Market Paperback – July 25, 2017",$6.47 ,Books > Literature & Fiction > Genre Fiction,Christine Feehan,416 pages,"Berkley; Reprint edition (July 25, 2017)",English,4.2 x 1.1 x 6.8 inches,4.7 out of 5 stars
"Love Story: A Novel Paperback – January 2, 2018",$10.16 ,Books > Christian Books & Bibles > Literature & Fiction,Karen Kingsbury,368 pages,"Howard Books; Reprint edition (January 2, 2018)",English,5.5 x 0.9 x 8.4 inches,4.8 out of 5 stars
"A Castle Of Sand (A Shade Of Vampire) (Volume 3) Paperback – June 22, 2013",$12.99 ,Books > Teen & Young Adult > Romance,Bella Forrest,332 pages,"CreateSpace Independent Publishing Platform (June 22, 2013)",English,6 x 0.8 x 9 inches,4.6 out of 5 stars
"If Only Paperback – November 10, 2015",$5.18 ,Books > Teen & Young Adult > Literature & Fiction,Richard Paul Evans,288 pages,"Simon Pulse (November 10, 2015)",English,5.5 x 0.7 x 8.2 inches,4.2 out of 5 stars
"Taking Catie (The Temptation Saga) Paperback – May 3, 2016",$10.19 ,Books > Literature & Fiction > United States,Helen Hardt,222 pages,"Waterhouse Press (May 3, 2016)",English,5.3 x 0.6 x 8 inches,4.7 out of 5 stars
"Alaska Home: A Romance Novel Falling for Him (Midnight Sons) Mass Market Paperback – February 28, 2017",$7.70 ,Books > Literature & Fiction > Genre Fiction,Debbie Macomber,480 pages,"MIRA (February 28, 2017)",English,4.2 x 1.3 x 6.6 inches,4.7 out of 5 stars
"After (The After Series) Paperback – October 21, 2014",$9.28 ,Books > Literature & Fiction > Women's Fiction,Anna Todd,592 pages,"Gallery Books; 1 edition (October 21, 2014)",English,5.3 x 1.4 x 8.2 inches,4.1 out of 5 stars
"Waiting for the Moon Mass Market Paperback – September 27, 1995",$7.19 ,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,384 pages,"Ballantine Books; F First Edition edition (September 27, 1995)",English,4.2 x 1 x 6.9 inches,3.9 out of 5 stars
"Blue Wide Sky: Book One - Smith Mountain Lake Series (Volume 1) Paperback – February 24, 2015",$13.95 ,Books > Romance > Contemporary,Inglath Cooper,328 pages,"Fence Free Entertainment, LLC (February 24, 2015)",English,5.5 x 0.7 x 8.5 inches,4.7 out of 5 stars
"Tempting Dusty (The Temptation Saga) Paperback – April 19, 2016",$10.87 ,Books > Literature & Fiction > United States,Helen Hardt,240 pages,"Waterhouse Press (April 19, 2016)",English,5.2 x 0.8 x 7.9 inches,4.5 out of 5 stars
"The Memory of Us: A Novel Paperback – May 31, 2016",$9.20 ,Books > Literature & Fiction > Genre Fiction,Camille Di Maio,400 pages,"Lake Union Publishing (May 31, 2016)",English,5.5 x 2 x 8.2 inches,4.5 out of 5 stars
"The Water is Wide: We only believe the truth we want to. Paperback – October 30, 2017",$12.95 ,Books > Literature & Fiction > Women's Fiction,Natalie Banks,244 pages,"Champion Books; 1 edition (October 30, 2017)",English,6 x 0.6 x 9 inches,4.7 out of 5 stars
"Death Is Not Enough (The Baltimore Series) Mass Market Paperback – October 2, 2018",$7.99 ,"Books > Mystery, Thriller & Suspense > Mystery",Karen Rose,640 pages,"Berkley (October 2, 2018)",English,4.2 x 1.3 x 6.8 inches,
"The Constant Princess (The Plantagenet and Tudor Novels) Paperback – September 6, 2006",$9.98 ,Books > Literature & Fiction > Genre Fiction,Philippa Gregory,393 pages,"Touchstone (September 6, 2006)",English,5.2 x 0.9 x 8 inches,4.3 out of 5 stars
"The Cost of Betrayal: Three Romantic Suspense Novellas Paperback – September 4, 2018",$11.01 ,Books > Christian Books & Bibles > Literature & Fiction,Dee Henderson,384 pages,"Bethany House Publishers (September 4, 2018)",English,,
"The House on Foster Hill Paperback – November 21, 2017",$7.42 ,Books > Christian Books & Bibles > Literature & Fiction,Jaime Jo Wright,368 pages,"Bethany House Publishers (November 21, 2017)",English,5.4 x 0.9 x 8.4 inches,4.6 out of 5 stars
"Nora Roberts Inn Boonsboro Trilogy Boxed Set Paperback – September 3, 2013",$34.49 ,Books > Literature & Fiction > United States,Nora Roberts,,"Berkley; Box edition (September 3, 2013)",English,5.7 x 3 x 8.4 inches,4.7 out of 5 stars
"When the Lion Feeds (Courtney Family, Book 1) Mass Market Paperback – October 3, 2006",$9.70 ,Books > Literature & Fiction > Action & Adventure,Wilbur Smith,544 pages,"St. Martin's Paperbacks; Courtney Family, Book 1 edition (October 3, 2006)",English,4.2 x 1.2 x 6.7 inches,4.3 out of 5 stars
"The Upside of Falling Down Paperback – January 30, 2018",$8.49 ,Books > Literature & Fiction > Genre Fiction,Rebekah Crane,252 pages,"Skyscape (January 30, 2018)",English,5.5 x 1 x 8.2 inches,4.5 out of 5 stars
"Marry in Scandal (Marriage of Convenience) Mass Market Paperback – April 3, 2018",$6.79 ,Books > Literature & Fiction > Genre Fiction,Anne Gracie,336 pages,"Berkley (April 3, 2018)",English,4.2 x 0.8 x 6.8 inches,
"The Passion Paperback – August 7, 1997",$11.92 ,Books > Literature & Fiction > Genre Fiction,Jeanette Winterson,176 pages,"Grove Press (August 7, 1997)",English,5.8 x 0.5 x 8.5 inches,4.1 out of 5 stars
"One with You (Crossfire) Paperback – April 5, 2016",$11.67 ,Books > Literature & Fiction > United States,Sylvia Day,480 pages,"St. Martin's Griffin (April 5, 2016)",English,5.5 x 1.2 x 8.2 inches,4.1 out of 5 stars
"Faefever: Fever Series Book 3 Mass Market Paperback – July 28, 2009",$7.19 ,Books > Science Fiction & Fantasy > Fantasy,Karen Marie Moning,432 pages,"Dell; Reprint edition (July 28, 2009)",English,4.2 x 1.1 x 6.9 inches,4.4 out of 5 stars
"After We Fell (The After Series) Paperback – December 30, 2014",$12.92 ,Books > Literature & Fiction > Women's Fiction,Anna Todd,848 pages,"Gallery Books (December 30, 2014)",English,5.3 x 2.3 x 8.2 inches,4.5 out of 5 stars
"Black Forever (Obsidian Book 4) (Volume 4) Paperback – June 13, 2017",$12.99 ,Books > Romance > Contemporary,Victoria Quinn,352 pages,"CreateSpace Independent Publishing Platform (June 13, 2017)",English,5.2 x 0.8 x 8 inches,4.6 out of 5 stars
"Fifty Shades Trilogy: The Movie Tie-In Editions with Bonus Poster: Fifty Shades of Grey, Fifty Shades Darker, Fifty Shades Freed Paperback – January 23, 2018",$38.58 ,Books > Literature & Fiction > Women's Fiction,E L James,1680 pages,"Vintage; Media Tie In edition (January 23, 2018)",English,5.2 x 3 x 9 inches,5.0 out of 5 stars
"Mercy Paperback – April 1, 2001",$9.81 ,Books > Literature & Fiction > Women's Fiction,Jodi Picoult,416 pages,"Washington Square Press; 1 edition (April 1, 2001)",English,5.3 x 1.1 x 8.2 inches,3.7 out of 5 stars
"Hidden Peril (Code of Honor) Paperback – October 2, 2018",$10.18 ,Books > Christian Books & Bibles > Literature & Fiction,Irene Hannon,400 pages,"Revell (October 2, 2018)",English,,
"A Beautiful Wedding: A Beautiful Disaster Novella (Beautiful Disaster Series) Paperback – November 25, 2014",$7.94 ,Books > Literature & Fiction > Women's Fiction,Jamie McGuire,176 pages,"Atria Books; Reprint edition (November 25, 2014)",English,5.3 x 0.6 x 8.2 inches,4.5 out of 5 stars
"The Identicals Paperback – February 20, 2018",$11.69 ,Books > Literature & Fiction > Genre Fiction,Elin Hilderbrand,448 pages,"Back Bay Books; Reprint edition (February 20, 2018)",English,5.5 x 1.2 x 8.2 inches,4.4 out of 5 stars
"Sunrise Canyon (The New Americana Series) Mass Market Paperback – February 28, 2017",$6.79 ,Books > Literature & Fiction > Women's Fiction,Janet Dailey,368 pages,"Zebra; Reprint edition (February 28, 2017)",English,4.2 x 0.8 x 6.8 inches,4.6 out of 5 stars
"Capture Me: The Complete Trilogy Paperback – July 8, 2016",$26.99 ,Books > Romance > Contemporary,Anna ZairesDima Zales,708 pages,"Mozaika Publications; 1 edition (July 8, 2016)",English,6 x 1.6 x 9 inches,4.2 out of 5 stars
"Mafia Protection (Tomassi Series) (Volume 1) Paperback – March 9, 2018",$19.16 ,Books > Romance > Romantic Suspense,Ali Lee,554 pages,"Kadupul Plublishing (March 9, 2018)",English,6 x 1.4 x 9 inches,5.0 out of 5 stars
"Fair Game (Alpha and Omega) Mass Market Paperback – January 29, 2013",$7.99 ,Books > Science Fiction & Fantasy > Fantasy,Patricia Briggs,304 pages,"Ace; Reprint edition (January 29, 2013)",English,4.2 x 0.8 x 6.8 inches,4.7 out of 5 stars
"Surrender to the Highlander Mass Market Paperback – January 30, 2018",$5.98 ,Books > Romance > Historical,Lynsay Sands,384 pages,"Avon (January 30, 2018)",English,4.2 x 1 x 6.6 inches,4.4 out of 5 stars
"Maya Banks Breathless Trilogy Boxed Set Paperback – September 3, 2013",$26.10 ,Books > Literature & Fiction > United States,Maya Banks,,"Berkley; Box edition (September 3, 2013)",English,7 x 5.3 x 9.8 inches,4.1 out of 5 stars
"The Secret Life of Violet Grant Paperback – May 5, 2015",$10.97 ,Books > Literature & Fiction > Genre Fiction,Beatriz Williams,528 pages,"Berkley; Reprint edition (May 5, 2015)",English,5.3 x 1.1 x 8 inches,4.5 out of 5 stars
"The Sometimes Sisters Paperback – February 27, 2018",$9.81 ,Books > Literature & Fiction > Genre Fiction,Carolyn Brown,320 pages,"Montlake Romance (February 27, 2018)",English,5.5 x 1 x 8.2 inches,4.8 out of 5 stars
"The Wedding Mass Market Paperback – February 27, 2018",$7.20 ,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,336 pages,"Grand Central Publishing; Reissue edition (February 27, 2018)",English,4.2 x 1 x 7 inches,4.6 out of 5 stars
"El amante japonés: Una novela (Spanish Edition) (Spanish) Paperback – July 5, 2016",$13.11 ,Books > Literature & Fiction > Genre Fiction,Isabel Allende,352 pages,"Vintage Espanol; First Edition edition (July 5, 2016)",Spanish,5.2 x 0.8 x 8 inches,4.4 out of 5 stars
"Pretty Little Killers (The Keepers) Paperback – February 20, 2018",$9.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Rita Herron,336 pages,"Montlake Romance (February 20, 2018)",English,5.5 x 1 x 8.2 inches,4.2 out of 5 stars
"Thrill Me (A Fool's Gold Romance) Hardcover – Large Print, November 25, 2015",,Books > Literature & Fiction > United States,Susan Mallery,428 pages,"Wheeler Publishing; Large Print edition (November 25, 2015)",English,5.8 x 1.2 x 8.8 inches,4.6 out of 5 stars
"The Atomic Weight of Love: A Novel Paperback – March 7, 2017",$9.01 ,Books > Literature & Fiction > Genre Fiction,Elizabeth J. Church,368 pages,"Algonquin Books; Reprint edition (March 7, 2017)",English,5.5 x 1 x 8.5 inches,4.3 out of 5 stars
"The Story Keeper (A Carolina Heirlooms Novel) Paperback – September 1, 2014",$12.47 ,Books > Literature & Fiction > Genre Fiction,Lisa Wingate,448 pages,"Tyndale House Publishers, Inc. (September 1, 2014)",English,5.4 x 1.3 x 8.1 inches,4.8 out of 5 stars
"Ocean Light (Psy-Changeling Trinity) Hardcover – June 12, 2018",$27.00 ,Books > Science Fiction & Fantasy > Fantasy,Nalini Singh,416 pages,"Berkley (June 12, 2018)",English,6 x 1 x 9 inches,
"Jane Austen: The Complete Works: Classics hardcover boxed set (A Penguin Classics Hardcover) Hardcover – November 24, 2015",$102.98 ,Books > Literature & Fiction > Short Stories & Anthologies,Jane Austen,3120 pages,"Penguin Classics; Box edition (November 24, 2015)",English,8.2 x 5.7 x 9.8 inches,4.5 out of 5 stars
"Black Diamond (Obsidian) (Volume 2) Paperback – June 6, 2017",$12.99 ,Books > Romance > Contemporary,Victoria Quinn,306 pages,"CreateSpace Independent Publishing Platform (June 6, 2017)",English,5.2 x 0.7 x 8 inches,4.8 out of 5 stars
"Devil in Tartan (The Highland Grooms) Mass Market Paperback – February 20, 2018",$7.19 ,Books > Romance > Historical,Julia London,384 pages,"HQN (February 20, 2018)",English,4.2 x 1 x 6.5 inches,4.3 out of 5 stars
"Between Sisters: A Novel (Random House Reader's Circle) Paperback – July 28, 2009",$13.60 ,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,480 pages,"Ballantine Books; Reprint edition (July 28, 2009)",English,5.2 x 1.1 x 8 inches,4.5 out of 5 stars
"The Girl Who Came Home: A Novel of the Titanic (P.S.) Paperback – April 1, 2014",$9.55 ,Books > Literature & Fiction > Genre Fiction,Hazel Gaynor,362 pages,"William Morrow Paperbacks; First Edition edition (April 1, 2014)",English,5.3 x 0.9 x 8 inches,4.5 out of 5 stars
"Something Borrowed: A Novel Paperback – March 10, 2005",$8.45 ,Books > Literature & Fiction > Women's Fiction,Emily Giffin,352 pages,"St. Martin's Griffin (April 1, 2005)",English,5.5 x 1 x 8.2 inches,4.1 out of 5 stars
"Surrender: A Bitter Creek Novel Mass Market Paperback – February 27, 2018",$7.56 ,Books > Literature & Fiction > Genre Fiction,Joan Johnston,416 pages,"Dell (February 27, 2018)",English,4.2 x 1.1 x 6.9 inches,4.7 out of 5 stars
"Red Lily (In the Garden, Book 3) Mass Market Paperback – November 29, 2005",$5.99 ,Books > Literature & Fiction > Short Stories & Anthologies,Nora Roberts,384 pages,"Berkley (November 29, 2005)",English,4.2 x 1 x 6.8 inches,4.6 out of 5 stars
"orange: future (orange: The Complete Collection) Paperback – January 23, 2018",$9.20 ,Books > Teen & Young Adult > Literature & Fiction,Ichigo Takano,180 pages,"Seven Seas (January 23, 2018)",English,5.1 x 0.6 x 7.3 inches,4.4 out of 5 stars
"Finger Prints: A Novel Paperback – September 5, 2017",$10.39 ,Books > Literature & Fiction > Genre Fiction,Barbara Delinsky,496 pages,"William Morrow Paperbacks; Reprint edition (September 5, 2017)",English,5.3 x 1.1 x 8 inches,4.2 out of 5 stars
"Secrets of the Lighthouse: A Novel Paperback – March 24, 2015",$8.48 ,Books > Literature & Fiction > Women's Fiction,Santa Montefiore,480 pages,"Simon & Schuster; Reprint edition (March 24, 2015)",English,5.5 x 1.1 x 8.4 inches,4.3 out of 5 stars
"Silver Thaw Mass Market Paperback – January 6, 2015",$6.79 ,Books > Literature & Fiction > Genre Fiction,Catherine Anderson,432 pages,"Berkley (January 6, 2015)",English,4.2 x 1.2 x 6.8 inches,4.5 out of 5 stars
"The Stranger from the Sea (Poldark) Paperback – Unabridged, June 1, 2008",$11.92 ,Books > Literature & Fiction > Genre Fiction,Winston Graham,512 pages,"Pan Macmillan; Unabridged edition edition (June 1, 2008)",English,5 x 1.5 x 7.5 inches,4.5 out of 5 stars
"Along the Infinite Sea Paperback – August 9, 2016",$13.25 ,Books > Literature & Fiction > Genre Fiction,Beatriz Williams,480 pages,"Berkley; Reprint edition (August 9, 2016)",English,5.3 x 1 x 8 inches,4.5 out of 5 stars
"Notorious Nineteen: A Stephanie Plum Novel Mass Market Paperback – November 19, 2013",$6.71 ,Books > Literature & Fiction > United States,Janet Evanovich,320 pages,"Bantam (November 19, 2013)",English,4.2 x 0.8 x 6.9 inches,4.4 out of 5 stars
"A Step of Faith: A Novel (The Walk Series) Paperback – April 15, 2014",$8.69 ,Books > Christian Books & Bibles > Literature & Fiction,Richard Paul Evans,320 pages,"Simon & Schuster; Reprint edition (April 15, 2014)",English,5 x 0.8 x 8 inches,4.7 out of 5 stars
"Ceremony in Death Mass Market Paperback – May 1, 1997",$7.19 ,"Books > Mystery, Thriller & Suspense > Mystery",J. D. Robb,336 pages,"Berkley; Reissue edition (May 1, 1997)",English,4.2 x 0.9 x 6.8 inches,4.7 out of 5 stars
"Competence (Custard Protocol) Hardcover – July 17, 2018",$23.14 ,Books > Science Fiction & Fantasy > Fantasy,Gail Carriger,320 pages,"Orbit (July 17, 2018)",English,,
"Before I Fall Enhanced Edition Paperback – March 8, 2016",$6.29 ,Books > Teen & Young Adult > Literature & Fiction,Lauren Oliver,544 pages,"HarperCollins; Reprint edition (March 8, 2016)",English,5.2 x 1.2 x 8.2 inches,4.2 out of 5 stars
"Cherished Mercy (Heart of the Frontier) Paperback – September 5, 2017",$8.99 ,Books > Christian Books & Bibles > Literature & Fiction,Tracie Peterson,320 pages,"Bethany House Publishers (September 5, 2017)",English,5.5 x 0.8 x 8.5 inches,4.6 out of 5 stars
"Beautiful Day: A Novel Paperback – March 4, 2014",$12.66 ,Books > Literature & Fiction > Genre Fiction,Elin Hilderbrand,432 pages,"Back Bay Books (March 4, 2014)",English,8.2 x 1.1 x 5.5 inches,4.3 out of 5 stars
"His Only Weakness: A Slow Burn Novel (Slow Burn Novels) Paperback – August 7, 2018",$13.49 ,Books > Literature & Fiction > United States,Maya Banks,256 pages,"Avon (August 7, 2018)",English,5.3 x 0.6 x 8 inches,
"Dead Drift (Chesapeake Valor) Paperback – July 3, 2018",$10.75 ,Books > Christian Books & Bibles > Literature & Fiction,Dani Pettrey,304 pages,"Bethany House Publishers (July 3, 2018)",English,5.5 x 8.5 inches,
"The Summer Queen: A Novel of Eleanor of Aquitaine Paperback – July 1, 2014",$13.62 ,Books > Literature & Fiction > Genre Fiction,Elizabeth Chadwick,512 pages,"Sourcebooks Landmark (July 1, 2014)",English,5.3 x 1.5 x 7.8 inches,4.5 out of 5 stars
"The Perfect Husband: An FBI Profiler Novel Mass Market Paperback – December 1, 1997",$7.19 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Gardner,432 pages,"Bantam; 1st edition (December 1, 1997)",English,4.2 x 1.2 x 6.9 inches,4.3 out of 5 stars
"Slow Winter Nights: A Heartbreaker Bay Novel Mass Market Paperback – September 25, 2018",$7.99 ,Books > Romance > Contemporary,Jill Shalvis,384 pages,"Avon (September 25, 2018)",English,4.2 x 1 x 6.6 inches,
"Winter Igniting (Scorpius Syndrome) (Volume 5) Paperback – February 19, 2018",$14.20 ,Books > Romance > Paranormal,Rebecca Zanetti,370 pages,"RAZ INK LLC (February 19, 2018)",English,5.5 x 0.9 x 8.5 inches,4.8 out of 5 stars
"Face Off (Dr. Evelyn Talbot Novels) Mass Market Paperback – August 28, 2018",$7.99 ,"Books > Mystery, Thriller & Suspense > Mystery",Brenda Novak,416 pages,"St. Martin's Paperbacks (August 28, 2018)",English,4.1 x 6.8 inches,
"Twist Me: The Complete Trilogy Paperback – September 2, 2015",$21.44 ,Books > Romance > Contemporary,Anna ZairesDima Zales,690 pages,"Mozaika Publications; 1 edition (September 2, 2015)",English,6 x 1.6 x 9 inches,4.5 out of 5 stars
"Lady Osbaldestone's Christmas Goose (Lady Osbaldestone's Christmas Chronicles) (Volume 1) Paperback – July 25, 2017",$12.99 ,Books > Literature & Fiction > Genre Fiction,Stephanie Laurens,192 pages,"Savdek Management Pty Ltd; 1 edition (July 25, 2017)",English,5.5 x 0.4 x 8.5 inches,4.7 out of 5 stars
"Fifty Shames of Earl Grey: A Parody Paperback – July 31, 2012",$12.27 ,Books > Humor & Entertainment > Humor,Fanny MerkinAndrew Shaffer,224 pages,"Da Capo Press; 1St Edition edition (July 31, 2012)",English,5.5 x 0.8 x 8.2 inches,3.8 out of 5 stars
"Billionaire Unloved (The Billionaire's Obsession) (Volume 12) Paperback – February 27, 2018",$9.99 ,Books > Romance > Contemporary,J. S. Scott,222 pages,"Golden Unicorn Enterprises Inc (February 27, 2018)",English,5.5 x 0.6 x 8.5 inches,4.8 out of 5 stars
"The Beautiful and Damned Paperback – October 10, 2012",$12.95 ,Books > Literature & Fiction > Classics,F. Scott Fitzgerald,384 pages,"Alma Books; Reissue edition (October 10, 2012)",English,5.2 x 1 x 7.5 inches,5.0 out of 5 stars
"Cowboy Honor (Longhorn Canyon) Mass Market Paperback – September 25, 2018",$7.99 ,Books > Literature & Fiction > Genre Fiction,Carolyn Brown,368 pages,"Forever (September 25, 2018)",English,,
"When We Meet: The Law Is a Lady Mass Market Paperback – December 26, 2017",$6.52 ,Books > Romance > Contemporary,Nora Roberts,480 pages,"Silhouette; Combined edition (December 26, 2017)",English,4.1 x 1.2 x 6.6 inches,4.1 out of 5 stars
"Up in Flames Mass Market Paperback – February 27, 2018",$5.98 ,Books > Literature & Fiction > United States,Heather Graham,448 pages,"Zebra; Reprint edition (February 27, 2018)",English,4.2 x 1.2 x 6.8 inches,5.0 out of 5 stars
"Can't Get Enough Paperback – December 27, 2017",$11.29 ,Books > Romance > Contemporary,Gena Showalter,320 pages,"MGS LLC; 1 edition (December 27, 2017)",English,5 x 0.7 x 8 inches,4.4 out of 5 stars
"Reflected in You (Crossfire) Paperback – October 23, 2012",$9.49 ,Books > Literature & Fiction > Women's Fiction,Sylvia Day,352 pages,"Berkley; 1st edition (October 23, 2012)",English,5.5 x 0.9 x 8.2 inches,4.6 out of 5 stars
"Lone Rider (Wind River) Mass Market Paperback – March 27, 2018",$7.99 ,Books > Literature & Fiction > United States,Lindsay McKenna,320 pages,"Zebra (March 27, 2018)",English,4.2 x 0.8 x 6.7 inches,4.0 out of 5 stars
"The Marquis and I (The Worthingtons) Mass Market Paperback – February 27, 2018",$7.99 ,Books > Literature & Fiction > Genre Fiction,Ella Quinn,400 pages,"Zebra (February 27, 2018)",English,4.2 x 1.1 x 6.9 inches,4.2 out of 5 stars
"Christy (50th Anniversary Edition) Hardcover – October 17, 2017",$17.86 ,Books > Christian Books & Bibles > Literature & Fiction,Catherine Marshall,512 pages,"Evergreen Farm; 50th Anniversary edition (October 17, 2017)",English,6.2 x 1.5 x 9.2 inches,4.8 out of 5 stars
"Past Perfect: A Novel (Random House Large Print) Paperback – Large Print, November 28, 2017",$19.96 ,Books > Literature & Fiction > Genre Fiction,Danielle Steel,384 pages,"Random House Large Print; Large Print edition (November 28, 2017)",English,6.2 x 1.1 x 9.2 inches,3.6 out of 5 stars
"Into the Wilderness Paperback – September 30, 2008",$14.45 ,Books > Literature & Fiction > Genre Fiction,Sara Donati,896 pages,"Delta; Reprint edition (September 30, 2008)",English,5.2 x 1.5 x 8.2 inches,4.4 out of 5 stars
"Edenbrooke Paperback – March 27, 2012",$13.72 ,Books > Romance > Regency,Julianne Donaldson,264 pages,"Shadow Mountain (March 27, 2012)",English,6 x 0.8 x 9 inches,4.8 out of 5 stars
The Woman in White (Penguin Classics) Reissue Edition,,Books > Literature & Fiction > History & Criticism,Wilkie Collins,720 pages,"Penguin Classics; Reissue edition (April 29, 2003)",English,5.1 x 1.2 x 7.8 inches,4.3 out of 5 stars
"No Earls Allowed (The Survivors) Mass Market Paperback – March 6, 2018",$7.99 ,Books > Literature & Fiction > United States,Shana Galen,384 pages,"Sourcebooks Casablanca (March 6, 2018)",English,4.2 x 1.1 x 6.8 inches,4.6 out of 5 stars
"Someone to Wed (A Westcott Novel) Mass Market Paperback – November 7, 2017",$7.27 ,Books > Literature & Fiction > British & Irish,Mary Balogh,400 pages,"Berkley (November 7, 2017)",English,4.1 x 1 x 6.8 inches,4.5 out of 5 stars
"Maybe Not: A Novella Paperback – December 22, 2015",$9.59 ,Books > Literature & Fiction > Genre Fiction,Colleen Hoover,160 pages,"Atria Books; Reprint edition (December 22, 2015)",English,5.3 x 0.4 x 8.2 inches,4.7 out of 5 stars
"Bad Men and Wicked Women Hardcover – April 17, 2018",$27.00 ,Books > Literature & Fiction > United States,Eric Jerome Dickey,384 pages,"Dutton (April 17, 2018)",English,6 x 1 x 9 inches,
"The Mountain Between Us: A Novel Paperback – June 28, 2011",$12.75 ,Books > Christian Books & Bibles > Literature & Fiction,Charles Martin,336 pages,"Broadway Books; 39501st edition (June 28, 2011)",English,5.2 x 0.7 x 8 inches,4.7 out of 5 stars
"The Accidental Empress: A Novel Paperback – October 13, 2015",$9.34 ,Books > Literature & Fiction > Genre Fiction,Allison Pataki,512 pages,"Howard Books; Reprint edition (October 13, 2015)",English,5.5 x 1.2 x 8.4 inches,4.3 out of 5 stars
"Between Me and You: A Novel Paperback – January 9, 2018",$10.99 ,Books > Literature & Fiction > Genre Fiction,Allison Winn Scotch,364 pages,"Lake Union Publishing (January 9, 2018)",English,5.5 x 1 x 8.2 inches,4.3 out of 5 stars
"Wuthering Heights (Penguin Classics) Paperback – December 31, 2002",$6.97 ,Books > Literature & Fiction > Genre Fiction,Emily Brontë,416 pages,"Penguin Classics; Revised edition (December 31, 2002)",English,5.1 x 1 x 7.8 inches,4.4 out of 5 stars
