Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
"The Art of The Lord of the Rings by J.R.R. Tolkien Hardcover – October 13, 2015",$27.19 ,Books > Arts & Photography > History & Criticism,J.R.R. Tolkien,240 pages,"Houghton Mifflin Harcourt; y First American edition edition (October 13, 2015)",English,10 x 0.9 x 10 inches,4.7 out of 5 stars
"Sputnik Sweetheart: A Novel Paperback – April 9, 2002",$10.20 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Haruki Murakami,210 pages,"Vintage; Reprint edition (April 9, 2002)",English,5.2 x 0.6 x 8 inches,4.3 out of 5 stars
"The Four Legendary Kingdoms (Jack West, Jr.) Mass Market Paperback – February 27, 2018",$9.99 ,Books > Literature & Fiction > Action & Adventure,Matthew Reilly,464 pages,"Pocket Books; Reprint edition (February 27, 2018)",English,4.1 x 1 x 7.5 inches,4.7 out of 5 stars
"In the Balance: An Alternate History of the Second World War (Worldwar, Volume 1) Mass Market Paperback – December 28, 1994",$7.99 ,Books > Literature & Fiction > Genre Fiction,Harry Turtledove,576 pages,"Del Rey (December 28, 1994)",English,4.2 x 1.4 x 6.9 inches,3.8 out of 5 stars
"Berserk, Vol. 16 Paperback – April 10, 2007",$12.31 ,Books > Comics & Graphic Novels > Manga,Kentaro Miura,240 pages,"Dark Horse Books (April 10, 2007)",English,5.2 x 0.7 x 7.3 inches,4.8 out of 5 stars
"your name. (light novel) Hardcover – May 23, 2017",$13.59 ,Books > Science Fiction & Fantasy > Fantasy,Makoto Shinkai,192 pages,"Yen On (May 23, 2017)",English,5.5 x 0.8 x 8 inches,4.2 out of 5 stars
"Berserk, Vol. 11 Paperback – April 25, 2006",$13.85 ,Books > Comics & Graphic Novels > Manga,Kentaro Miura,240 pages,"Dark Horse Manga (April 25, 2006)",English,5.1 x 0.7 x 7.2 inches,4.8 out of 5 stars
"Top Secret Twenty-One: A Stephanie Plum Novel Mass Market Paperback – May 26, 2015",$8.76 ,Books > Literature & Fiction > United States,Janet Evanovich,352 pages,"Bantam; Reprint edition (May 26, 2015)",English,4.2 x 1 x 6.9 inches,4.4 out of 5 stars
"Murderville: First of a Trilogy (Murderville Trilogy) Paperback – July 26, 2011",$10.98 ,Books > Literature & Fiction > United States,JaQuavis Coleman,288 pages,"Cash Money Content; Original edition (July 26, 2011)",English,5.3 x 0.8 x 8.2 inches,4.5 out of 5 stars
"Girl Unknown: A Novel Hardcover – February 6, 2018",$16.95 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karen Perry,304 pages,"Henry Holt and Co. (February 6, 2018)",English,6.6 x 1.1 x 9.5 inches,4.1 out of 5 stars
"The Shadow Killer: A Thriller (The Flovent and Thorson Thrillers) Hardcover – May 29, 2018",$26.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Arnaldur Indridason,368 pages,"Minotaur Books (May 29, 2018)",English,6.1 x 9.2 inches,
"The Banks Sisters Mass Market Paperback – August 25, 2015",$6.61 ,Books > Literature & Fiction > United States,Nikki Turner,432 pages,"Urban Books (August 25, 2015)",English,4.2 x 1.2 x 6.8 inches,3.9 out of 5 stars
"I Know This Much Is True: A Novel (P.S.) Paperback – April 8, 2008",$10.84 ,Books > Literature & Fiction > Genre Fiction,Wally Lamb,928 pages,"Harper Perennial; 1 edition (April 8, 2008)",English,5.3 x 1.5 x 8 inches,4.5 out of 5 stars
To the Lighthouse,,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Virginia Woolf,212 pages,"Albatross Publishers (May 12, 2017)",English,6.1 x 0.5 x 9.2 inches,4.0 out of 5 stars
"The Left Hand Paperback – March 1, 2018",$14.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jordan Allen,384 pages,"Lock10 Press (March 1, 2018)",English,6 x 1 x 9 inches,5.0 out of 5 stars
"Since We Fell: A Novel Hardcover – May 9, 2017",$14.80 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Dennis Lehane,432 pages,"Ecco; 1st Edition edition (May 9, 2017)",English,6 x 1.3 x 9 inches,3.6 out of 5 stars
"The North Water: A Novel Paperback – March 14, 2017",$10.32 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ian McGuire,272 pages,"Picador; Reprint edition (March 14, 2017)",English,5.5 x 0.7 x 8.3 inches,4.3 out of 5 stars
"Vicious Circle (A Joe Pickett Novel) Paperback – January 23, 2018",$7.73 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,400 pages,"G.P. Putnam's Sons; Reprint edition (January 23, 2018)",English,4.1 x 1 x 7.5 inches,4.6 out of 5 stars
"The Two Towers: Being the Second Part of The Lord of the Rings Paperback – September 18, 2012",$11.16 ,Books > Science Fiction & Fantasy > Fantasy,J.R.R. Tolkien,352 pages,"Mariner Books; Reprint edition (September 18, 2012)",English,5.5 x 0.9 x 8.2 inches,4.7 out of 5 stars
"NIV, Journal the Word Bible, Large Print, Hardcover, Black: Reflect, Journal, or Create Art Next to Your Favorite Verses Hardcover – Large Print, November 15, 2016",$33.99 ,Books > Literature & Fiction > Essays & Correspondence,Zondervan,1952 pages,"Zondervan; Large Print edition (November 15, 2016)",English,6.5 x 2.2 x 8.2 inches,4.3 out of 5 stars
"The Wheels on the Bus (Pudgy Board Book) Board book – May 2, 1991",$3.52 ,Books > Children's Books > Growing Up & Facts of Life,Jerry Smath,,"Grosset & Dunlap; unknown edition (May 2, 1991)",English,4.8 x 0.4 x 4.8 inches,4.5 out of 5 stars
"The Good Fight: A Novel Hardcover – July 10, 2018",$26.09 ,Books > Literature & Fiction > Genre Fiction,Danielle Steel,304 pages,"Delacorte Press (July 10, 2018)",English,6.1 x 0.8 x 9.2 inches,
"The Call of the Wild Paperback – July 1, 1990",$3.00 ,Books > Children's Books > Animals,Jack London,64 pages,"Dover Publications; 1 edition (July 1, 1990)",English,5.2 x 0.2 x 8.2 inches,4.5 out of 5 stars
"1Q84 (Vintage International) Paperback – January 22, 2013",$13.21 ,Books > Science Fiction & Fantasy > Fantasy,Haruki MurakamiJay Rubin,1184 pages,"Vintage; Reprint edition (January 22, 2013)",English,5.2 x 2 x 8 inches,4.0 out of 5 stars
The Norton Introduction to Literature with 2016 MLA Update (Shorter Twelfth Edition) 12th Edition,,Books > Literature & Fiction > History & Criticism,Kelly J. Mays,2080 pages,"W. W. Norton & Company; 12 edition (November 4, 2016)",English,6.1 x 1.9 x 9.2 inches,4.2 out of 5 stars
"Till We Have Faces: A Myth Retold Paperback – Deckle Edge, February 14, 2017",$10.87 ,Books > Christian Books & Bibles > Literature & Fiction,C. S. Lewis,368 pages,"HarperOne; Reissue edition (February 14, 2017)",English,5.3 x 0.8 x 8 inches,4.6 out of 5 stars
"'Salem's Lot Mass Market Paperback – December 27, 2011",$6.60 ,Books > Literature & Fiction > Genre Fiction,Stephen King,672 pages,"Anchor; Reprint edition (December 27, 2011)",English,4.2 x 1.4 x 6.9 inches,4.5 out of 5 stars
"The Geeky Chef Cookbook: Real-Life Recipes for Your Favorite Fantasy Foods - Unofficial Recipes from Doctor Who, Game of Thrones, Harry Potter, and more (831) Flexibound – May 19, 2015",$12.29 ,Books > Arts & Photography > Performing Arts,Cassandra Reeder,,"Race Point Publishing (May 19, 2015)",English,7.8 x 0.5 x 8.8 inches,4.3 out of 5 stars
"Reincarnation Blues: A Novel Hardcover – August 22, 2017",$15.57 ,Books > Science Fiction & Fantasy > Fantasy,Michael Poore,384 pages,"Del Rey; First Edition edition (August 22, 2017)",English,6.3 x 1.3 x 9.5 inches,4.4 out of 5 stars
"Mighty Morphin Power Rangers Vol. 2 Paperback – March 14, 2017",$11.55 ,Books > Comics & Graphic Novels > Graphic Novels,Kyle Higgins,112 pages,"BOOM! Studios (March 14, 2017)",English,6.6 x 0.3 x 10.2 inches,4.8 out of 5 stars
"The Girl Who Dared to Think (Volume 1) Paperback – August 9, 2017",$15.99 ,Books > Science Fiction & Fantasy > Science Fiction,Bella Forrest,408 pages,"CreateSpace Independent Publishing Platform (August 9, 2017)",English,6 x 1 x 9 inches,4.7 out of 5 stars
"Re:Zero: Starting Life in Another World, Vol. 1 Paperback – July 19, 2016",$11.97 ,Books > Teen & Young Adult > Science Fiction & Fantasy,Tappei Nagatsuki,240 pages,"Yen On (July 19, 2016)",English,5.5 x 0.8 x 8.5 inches,4.7 out of 5 stars
"Left Behind: A Novel of the Earth's Last Days Paperback – April 1, 2011",$9.08 ,Books > Christian Books & Bibles > Literature & Fiction,Tim LaHayeJerry B. Jenkins,496 pages,"Tyndale House Publishers, Inc.; Reprint edition (April 1, 2011)",English,5.5 x 1.1 x 8.2 inches,4.7 out of 5 stars
"The Invisible Library (The Invisible Library Novel) Paperback – June 14, 2016",$10.68 ,Books > Science Fiction & Fantasy > Fantasy,Genevieve Cogman,352 pages,"Ace; Reprint edition (June 14, 2016)",English,5.5 x 0.9 x 8.2 inches,4.1 out of 5 stars
"Haroun and the Sea of Stories Paperback – November 1, 1991",$10.87 ,Books > Science Fiction & Fantasy > Fantasy,Salman Rushdie,216 pages,Granta Books/Penguin (1991),English,5 x 0.6 x 7.8 inches,4.3 out of 5 stars
"Who is the Black Panther? (Marvel Novels) Mass Market Paperback – April 24, 2018",$9.99 ,Books > Literature & Fiction > Action & Adventure,Jesse J. Holland,384 pages,"Titan Books (April 24, 2018)",English,,
"The Call of Cthulhu and Other Weird Stories: (Penguin Orange Collection) Paperback – Deckle Edge, October 18, 2016",$12.23 ,Books > Literature & Fiction > Genre Fiction,H. P. LovecraftS. T. Joshi,368 pages,"Penguin Classics; Reissue edition (October 18, 2016)",English,5.1 x 0.9 x 7.8 inches,4.4 out of 5 stars
"Rule of Two (Star Wars: Darth Bane, Book 2) Mass Market Paperback – October 28, 2008",$7.19 ,Books > Literature & Fiction > Action & Adventure,Drew Karpyshyn,352 pages,"Del Rey; Reprint edition (October 28, 2008)",English,4.2 x 1 x 6.9 inches,4.5 out of 5 stars
"NOS4A2: A Novel Paperback – October 15, 2013",$9.71 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Joe Hill,720 pages,"William Morrow Paperbacks; Reprint edition (October 15, 2013)",English,5.3 x 1.2 x 8 inches,4.4 out of 5 stars
"The Dark Angel (Ruth Galloway Mysteries) Hardcover – May 15, 2018",$24.30 ,"Books > Mystery, Thriller & Suspense > Mystery",Elly Griffiths,352 pages,"Houghton Mifflin Harcourt (May 15, 2018)",English,5.5 x 8.2 inches,4.5 out of 5 stars
"The Heavens May Fall Paperback – October 4, 2016",$10.84 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Allen Eskens,270 pages,"Seventh Street Books (October 4, 2016)",English,5.5 x 0.8 x 8.2 inches,4.7 out of 5 stars
"Nowhere to Run (A Joe Pickett Novel) Paperback – August 2, 2016",$7.48 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,416 pages,"G.P. Putnam's Sons (August 2, 2016)",English,4.2 x 0.8 x 7.5 inches,4.6 out of 5 stars
"The Stranger Paperback – June 13, 2016",$8.25 ,"Books > Mystery, Thriller & Suspense > Mystery",Albert Camus,100 pages,"CreateSpace Independent Publishing Platform (June 13, 2016)",English,7.4 x 0.2 x 9.7 inches,4.2 out of 5 stars
"The First Family: A Novel Hardcover – April 17, 2018",$27.99 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael PalmerDaniel Palmer,352 pages,"St. Martin's Press (April 17, 2018)",English,,
"A Bend in the Road Paperback – September 13, 2016",$10.67 ,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,384 pages,"Grand Central Publishing; Reissue edition (September 13, 2016)",English,5.2 x 1 x 8 inches,4.6 out of 5 stars
"Angels Flight (A Harry Bosch Novel) Mass Market Paperback – June 1, 2011",$9.00 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,512 pages,"Grand Central Publishing (June 1, 2011)",English,4.2 x 1.2 x 7.5 inches,4.6 out of 5 stars
"The Other Side of Everything: A Novel Hardcover – January 23, 2018",$19.03 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lauren Doyle Owens,272 pages,"Touchstone (January 23, 2018)",English,6 x 1 x 9 inches,4.2 out of 5 stars
"The Anatomy of Dreams: A Novel Paperback – September 16, 2014",$13.47 ,Books > Literature & Fiction > Genre Fiction,Chloe Benjamin,320 pages,"Atria Books (September 16, 2014)",English,5.3 x 0.9 x 8.2 inches,3.9 out of 5 stars
"The Walking Dead: Here's Negan Hardcover – October 10, 2017",$15.67 ,Books > Comics & Graphic Novels > Graphic Novels,Robert Kirkman,72 pages,"Image Comics (October 10, 2017)",English,7.5 x 0.4 x 11.1 inches,3.5 out of 5 stars
"White Teeth: A Novel Paperback – June 12, 2001",$10.00 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Zadie Smith,464 pages,"Vintage (June 12, 2001)",English,5.2 x 1 x 8 inches,3.8 out of 5 stars
"Silence Fallen (A Mercy Thompson Novel) Mass Market Paperback – January 30, 2018",$7.99 ,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,352 pages,"Ace; Reprint edition (January 30, 2018)",English,4.2 x 0.9 x 6.8 inches,4.7 out of 5 stars
"The Best American Short Stories 2017 (The Best American Series ®) Paperback – October 3, 2017",$10.40 ,Books > Literature & Fiction > Short Stories & Anthologies,Meg Wolitzer,336 pages,"Mariner Books (October 3, 2017)",English,5.5 x 0.8 x 8.2 inches,4.0 out of 5 stars
"The Dark Tower V: The Wolves of the Calla (The Dark Tower, Book 5) Mass Market Paperback – January 24, 2006",$8.99 ,Books > Literature & Fiction > Genre Fiction,Stephen King,960 pages,"Pocket Books; First Edition edition (February 1, 2006)",English,4.1 x 1.5 x 7.5 inches,4.6 out of 5 stars
"The Savior's Champion (The Savior's Series) Hardcover – April 24, 2018",$19.96 ,Books > Literature & Fiction > Action & Adventure,Jenna Moreci,562 pages,"Jenna Moreci (April 24, 2018)",English,6 x 1.4 x 9 inches,
"Sour Honey & Soul Food Paperback – June 27, 2017",$14.81 ,Books > Literature & Fiction > Poetry,Billy Chapata,216 pages,"Monarch Publishing, LLC (June 27, 2017)",English,6 x 0.5 x 9 inches,4.7 out of 5 stars
"No Game No Life, Vol. 5 - light novel Paperback – December 20, 2016",$11.97 ,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,208 pages,"Yen On (December 20, 2016)",English,5.5 x 0.5 x 8.2 inches,4.8 out of 5 stars
"The Elder Scrolls Online - Volumes I & II: The Land & The Lore (Box Set) Hardcover – September 5, 2017",$37.79 ,Books > Literature & Fiction > Genre Fiction,Bethesda Softworks,144 pages,"Titan Books; Slp edition (September 5, 2017)",English,8.2 x 2.2 x 10.6 inches,4.3 out of 5 stars
"Berserk, Vol. 19 Paperback – October 9, 2007",$12.56 ,Books > Comics & Graphic Novels > Manga,Kentaro Miura,232 pages,"Dark Horse Comics (October 9, 2007)",English,5.1 x 0.7 x 7.3 inches,4.1 out of 5 stars
"A Darker Shade of Magic Collector's Edition: A Novel (Shades of Magic) Hardcover – October 31, 2017",$15.04 ,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,432 pages,"Tor Books; Collectors edition (October 31, 2017)",English,5.8 x 1.4 x 8.5 inches,5.0 out of 5 stars
"Berserk, Vol. 21 Paperback – February 5, 2008",$13.84 ,Books > Comics & Graphic Novels > Manga,Kentaro Miura,240 pages,"Dark Horse Manga (February 5, 2008)",English,5.1 x 0.7 x 7.2 inches,4.5 out of 5 stars
"Forsaking Home (The Survivalist Series) Paperback – June 24, 2014",$10.98 ,Books > Literature & Fiction > Action & Adventure,A. American,384 pages,"Plume (June 24, 2014)",English,5.3 x 0.8 x 7.9 inches,4.6 out of 5 stars
"Heir of Novron, Vol. 3(Riyria Revelations) Paperback – January 31, 2012",$14.46 ,Books > Literature & Fiction > Action & Adventure,Michael J. Sullivan,960 pages,"Orbit; 1 edition (January 31, 2012)",English,5.5 x 1.8 x 8.2 inches,4.8 out of 5 stars
"Star Trek Cats Hardcover – February 28, 2017",$10.80 ,Books > Humor & Entertainment > Humor,Jenny Parks,64 pages,"Chronicle Books (February 28, 2017)",English,6.9 x 0.4 x 6.9 inches,4.6 out of 5 stars
"The Shadow of What Was Lost (The Licanius Trilogy) Paperback – May 9, 2017",$11.55 ,Books > Literature & Fiction > World Literature,James Islington,736 pages,"Orbit; Reprint edition (May 9, 2017)",English,6 x 2 x 9.2 inches,4.3 out of 5 stars
"Spider-Man: Birth of Venom Paperback – April 4, 2007",$20.39 ,Books > Teen & Young Adult > Literature & Fiction,Jim ShooterRoger Stern,352 pages,"Marvel; Direct Ed edition (April 4, 2007)",English,6.1 x 0.5 x 10.2 inches,4.4 out of 5 stars
"Call for the Dead: A George Smiley Novel Paperback – October 2, 2012",$12.86 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,176 pages,"Penguin Books; Reprint edition (October 2, 2012)",English,5.5 x 0.5 x 8.2 inches,4.2 out of 5 stars
"The Twelve Lives of Samuel Hawley: A Novel Paperback – January 30, 2018",$13.16 ,Books > Literature & Fiction > Genre Fiction,Hannah Tinti,416 pages,"Dial Press Trade Paperback; Reprint edition (January 30, 2018)",English,5.2 x 0.9 x 8 inches,4.2 out of 5 stars
"Cockroaches: The Second Inspector Harry Hole Novel (Harry Hole Series) Paperback – February 11, 2014",$11.71 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jo Nesbo,384 pages,"Vintage Crime/Black Lizard; Reprint edition (February 11, 2014)",English,5.2 x 0.8 x 8 inches,4.2 out of 5 stars
"Thrice the Brinded Cat Hath Mew'd: A Flavia de Luce Novel Paperback – October 3, 2017",$11.00 ,"Books > Mystery, Thriller & Suspense > Mystery",Alan Bradley,368 pages,"Bantam; Reprint edition (October 3, 2017)",English,5.1 x 0.8 x 7.9 inches,4.4 out of 5 stars
"True Believer Mass Market Paperback – March 1, 2007",$6.39 ,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,465 pages,"Grand Central Publishing; Reissue edition (March 1, 2007)",English,4.1 x 1 x 6.8 inches,4.4 out of 5 stars
"The Charm School Paperback – July 25, 2017",$10.87 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nelson DeMille,800 pages,"Grand Central Publishing; Reissue edition (July 25, 2017)",English,5.2 x 2.2 x 8 inches,4.6 out of 5 stars
"Ill Will: A Novel Paperback – January 9, 2018",$11.59 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Dan Chaon,496 pages,"Ballantine Books; Reprint edition (January 9, 2018)",English,5.1 x 1 x 8 inches,3.3 out of 5 stars
"Cold Wind (A Joe Pickett Novel) Paperback – March 6, 2012",$7.48 ,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,496 pages,"G.P. Putnam's Sons; Reprint edition (March 6, 2012)",English,4.2 x 1 x 7.6 inches,4.6 out of 5 stars
"The Namesake: A Novel Paperback – September 1, 2004",$8.09 ,Books > Literature & Fiction > United States,Jhumpa Lahiri,291 pages,"Mariner Books; Reprint edition (September 1, 2004)",English,5.5 x 0.7 x 8.2 inches,4.3 out of 5 stars
