Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
The Truth about Stacey: Full-Color Edition (the Baby-Sitters Club Graphix #2),$7.55 ,"Books > Children's & Kids' Books > Children's Growing Up & Facts of Life Books > Diseases, Illnesses & Injuries > Best seller ranking: > # > 1424 >  > in > Books > # > 20 >  > in > Books > General",Ann M. Martin,144,Graphix,English,8.00 x 5.50 x 0.50 Inches,4.3333
Zombie Kid Diaries 3,$6.84 ,Books > Literature & Fiction > Fiction > General,"Perry, Fred",128,Diamond Comic Distributors,English,8.00 x 5.50 x 0.25 Inches,
Secret of the Haunted Cave,$4.36 ,"Books > Children's & Kids' Books > Mystery, Thriller & Suspense","Manning, Matthew K.Neely, Scott",76,Capstone Pr Inc,,6.00 x 8.75 x 0.50 Inches,
Pokemon Adventures 15: Ruby & Sapphire,$9.86 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,144,VIZ MediaVIZ Media - Children's,English,190.50 x 127.00 x 15.24 Millimeters,
Supergirl,$5.99 ,Books > Children's & Kids' Books > Media Tie-Ins,"Wallace, Daniel",125,Scholastic Paperbacks,English,7.75 x 5.50 x 0.50 Inches,
Dream Jumper 1,$8.70 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Grunberg, Greg",201,Scholastic Paperbacks,English,9.00 x 6.00 x 0.50 Inches,
The Good Neighbors 3,$10.15 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Black, Holly",109,Scholastic,English,9.25 x 6.00 x 0.50 Inches,
Tales from Year Zero,$15.58 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Beacham, Travis",112,Random House Inc,English,10.50 x 7.00 x 0.25 Inches,
Superhero Potty Time,$7.99 ,Books > Children's & Kids' Books > Growing Up & Facts of Life > Toilet Training,"Dicicco, Sue",12,Random House Childrens Books,English,7.50 x 7.50 x 0.50 Inches,
The Real Man of Steel,$5.95 ,"Books > Children's & Kids' Books > Mystery, Thriller & Suspense","Sutton, Laurie S.",77,Capstone Pr Inc,English,8.75 x 5.75 x 0.25 Inches,
Olympians 10,$6.49 ,"Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fairy Tales, Folklore, Legends & Mythology",George O'Connor,80,First Second,English,254.00 x 190.50 x 0.50 Millimeters,
Supergirl at Super Hero High,$10.91 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Yee, Lisa",234,Random House Childrens Books,English,8.75 x 6.00 x 1.00 Inches,
Superman: Superman and the Mayhem of Metallo,$3.99 ,Books > Children's & Kids' Books > Children's Action & Adventure,"Hines-Stephens, SarahMada Design, Inc.",24,Harpercollins Childrens Books,English,8.00 x 8.00 x 0.25 Inches,
Human Body Theater,$9.97 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Maris Wicks,240,First Second,English,8.53 x 5.96 x 16.38 Inches (US),
Knuckles the Echidna Archives 5,$5.49 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,Sonic Scribes,160,Random House Inc,English,2.00 x 10.00 x 8.00 Inches,
The Adventures of Tintin,$16.06 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Herg,192,"Little, Brown Books for Young Readers",English,,
Disney Stitch! 2,$9.77 ,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books","Tsukirino, Yumi",171,Diamond Comic Distributors,,5.00 x 7.50 x 0.50 Inches,
CatStronauts 2,$14.06 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Drew Brockington,184,"Little, Brown Books for Young Readers",English,,
The Smurf Menace 22,$11.33 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Peyo,64,Papercutz,,9.16 x 6.70 x 0.43 Inches (US),
The Great Pet Escape,$7.48 ,Books > Children's & Kids' Books > Children's Action & Adventure,"Jamieson, Victoria",63,Henry Holt &amp; Co,,6.00 x 9.00 x 0.50 Inches,
A Lucky Luke Adventure 1: Billy the Kid,$8.04 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"MorrisSpear, LukeGoscinny, Rene",46,Natl Book Network,English,8.50 x 11.25 x 0.25 Inches,
Disney Vampirina: The Sleepover Cinestory Comic,$6.99 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Disney,64,Joe Books LTD,English,,
My Little Pony 5: A Canterlot Wedding,$7.99 ,"Books > Children's Books > Science Fiction, Fantasy & Magic","Eisinger, JustinSimon, AlonzoMorrow, Cindy",135,Random House Distribution childrens,,5.00 x 7.00 x 0.50 Inches,
Rust 4,$19.69 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Royden Lepp,192,Archaia,English,228.60 x 6.00 x 0.75 Millimeters,
Pokemon Adventures 18: Ruby & Sapphire,$5.90 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,192,VIZ MediaVIZ Media - Children's,Japanese,190.50 x 127.00 x 20.32 Millimeters,
Dork Diaries,$9.75 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Rachel Rene Russell,320,Simon &amp; Schuster Audio,English,5.88 x 5.12 x 20.32 Inches (US),
The Graveyard Book 1,$9.18 ,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books","Gaiman, Neil",188,Harpercollins Childrens Books,English,8.25 x 6.00 x 0.50 Inches,
Teen Titans Go! 1: Bring It on,$11.86 ,Books > Comic Books & Graphic Novels > Superheroes,"Norton, MikeNauck, ToddTorres, J.",,Dc Comics,,6.75 x 10.00 x 0.25 Inches,
Fable Comics : Amazing Cartoonists Take On Classic Fables from Aesop and Beyond,$7.49 ,"Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fairy Tales, Folklore, Legends & Mythology",Various Various Authors,128,First Second,English,260.35 x 199.39 x 13.34 Millimeters,
Woodstock: Master of Disguise,$9.91 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Charles M. Schulz,224,Andrews McMeel Publishing,English,228.60 x 6.00 x 15.24 Millimeters,
A Wrinkle in Time: The Graphic Novel,$9.51 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,Madeleine L'Engle,416,Square Fish,English,8.16 x 139.19 x 1.07 Inches (US),
Katana at Super Hero High,$10.78 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Yee, Lisa",229,Random House Childrens Books,English,8.75 x 5.75 x 1.00 Inches,
Flora & Ulysses,$4.37 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"DiCamillo, Kate",231,Candlewick Pr,English,7.50 x 5.00 x 1.00 Inches,
The Adventures of Tintin,$15.82 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Herg,192,"Little, Brown Books for Young Readers",English,,
Narwhal: Unicorn of the Sea (a Narwhal and Jelly Book #1),$9.66 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Ben Clanton,64,Tundra Books Inc,English,8.50 x 6.50 x 0.75 Inches,5
Pokémon Origami,$8.84 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,The Pokemon Company International,80,Pikachu Press,English,11.00 x 215.90 x 7.62 Inches (US),
Lucy & Andy Neanderthal,$10.53 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Brown, Jeffrey",193,Random House Childrens Books,English,8.60 x 6.60 x 0.80 Inches,
Big Nate What's a Little Noogie Between Friends?,$6.08 ,Books > Children's & Kids' Books > Children's Humor Books,"PEIRCE, LINCOLN",176,Andrews McMeel Pub,,6.00 x 9.00 x 0.50 Inches,
COMPLETE POKEMON PKT GUIDE VOL 1: 2ND ED,$10.04 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,Makoto Mizobuchi,256,VIZ MediaVIZ Media - Children's,,5.75 x 104.78 x 1.20 Inches (US),
Valerian 3: The Land Without Stars,$7.05 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Christine, PierreSaincantin, JeromeMezieres, Jean-claude",48,Natl Book Network,English,8.50 x 11.00 x 0.25 Inches,
Bone,$8.60 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Sniegoski, Tom",128,Scholastic,English,9.25 x 6.25 x 0.25 Inches,
Wonder Woman : The Story of the Amazon Princess,$14.93 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,Ralph Cosentino,40,Viking Books for Young ReadersPenguin Young Readers Group,English,,
The Graveyard Book 1,$15.95 ,"Books > Children's Books > Science Fiction, Fantasy & Magic","Gaiman, Neil",188,Harpercollins Childrens Books,English,9.25 x 6.25 x 1.00 Inches,
The Cold Caper!,$4.99 ,Books > Children's Books > Media Tie-Ins,"Carbone, Courtney",16,Random House Childrens Books,English,8.00 x 8.00 x 0.10 Inches,
My Life & Other Weaponised Muffins,$7.26 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Tristan Bancks,208,Penguin Random House Australia,English,8.00 x 5.00 x 0.60 Inches (US),
Hilda and the Troll,$8.60 ,Books > Comic Books & Graphic Novels > Science Fiction & Fantasy > Fantasy,"Pearson, Luke",40,Consortium Book Sales &amp; Dist,English,12.00 x 10.00 x 0.25 Inches,
Space Dumplins,$11.55 ,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books","Thompson, Craig",310,Scholastic Paperbacks,English,9.00 x 7.00 x 1.00 Inches,
Disney/Pixar Coco Cinestory Comic,$9.18 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,COCO,384,Joe Books LTD,English,,
Amulet,$57.26 ,Books > Children's & Kids' Books > Children's Action & Adventure,"Kibuishi, Kazu",1344,Scholastic Bk Services,English,9.25 x 6.25 x 4.00 Inches,5
Invader Zim 4,$13.59 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Jhonen Vasquez,136,Oni Press,English,258.76 x 6.62 x 0.50 Millimeters,
Human Body Theater,$16.57 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science & Nature,Maris Wicks,240,First Second,English,8.77 x 155.96 x 19.18 Inches (US),
Pokemon Adventures 16: Ruby & Sapphire,$9.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,208,VIZ MediaVIZ Media - Children's,English,190.50 x 127.00 x 17.78 Millimeters,
Transformers Rescue Bots Storybook Collection,$11.52 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hasbro,192,"Little, Brown Books for Young ReadersLB Kids",English,,
W.I.T.C.H 2,$8.89 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Disney,256,Yen PressJY,English,,
"Melvin Beederman, Superhero, in the Curse of the Bologna Sandwich: Curse of the Bologna Sandwich",$9.35 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,Greg Trine,144,Square Fish,English,189.74 x 5.22 x 11.56 Millimeters,
Fairy Tales of Oscar Wilde: The Devoted Friend/The Nightingale and the Rose,$9.35 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Oscar Wilde,32,NBM Publishing,English,11.00 x 9.50 x 0.40 Inches (US),
Ninja Farts,$7.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Humorous,"O'neil, J. B.",95,Two Rivers Distribution,English,8.00 x 5.00 x 0.25 Inches,
BIG NATE&FRIENDS,$9.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Lincoln Peirce,224,Andrews McMeel Publishing,English,228.60 x 6.00 x 15.24 Millimeters,
Maze Runner: The Death Cure: The Official Graphic Novel Prelude,$9.45 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Eric Carrasco,96,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 7.62 Millimeters,
The Book You're Not Supposed to Have,$10.35 ,Books > Children's & Kids' Books > Children's Humor Books,"Pastis, Stephan",274,Candlewick Pr,English,9.00 x 6.00 x 0.50 Inches,
Secret of the Unicorn,$9.24 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Herg,62,"Little, Brown Books for Young Readers",English,,
In Real Life,$10.67 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Doctorow, Cory",175,First Second,English,8.75 x 6.00 x 0.75 Inches,
Dragonbreath #2 : Attack of the Ninja Frogs,$6.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Ursula Vernon,208,Puffin BooksPenguin Young Readers Group,English,,
The Fog of Fear,$4.95 ,Books > Children's Books > Action & Adventure,"Powell, Martin",49,Capstone Pr Inc,English,7.50 x 5.25 x 0.25 Inches,
Disney Peter Pan Cinestory Comic,$12.61 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,352,Joe Books LTD,English,8.00 x 5.25 x 1.00 Inches (US),
Floozombies!,$9.64 ,Books > Children's & Kids' Books > Children's Humor Books,"Carman, Patrick",224,Harpercollins Childrens Books,English,8.25 x 5.50 x 1.00 Inches,
Relish,$11.48 ,Books > Comic Books & Graphic Novels > Contemporary Women Comics,"Knisley, Lucy",173,First Second,English,8.75 x 6.25 x 0.75 Inches,
Dogs of War,$9.24 ,Books > Children's Books > History > Military & Wars,"Keenan, Sheila",194,Scholastic Paperbacks,English,9.00 x 6.00 x 0.50 Inches,
The Only Living Boy 1: Prisoner of the Patchwork Planet,$7.98 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Ellis, SteveGallaher, David",86,Papercutz,,6.25 x 9.00 x 0.25 Inches,
MIRACULOUS: ORIGINS,$9.96 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,ZAG ENTERTAINMENT,144,Diamond Comic Distributors,English,10.00 x 6.50 x 0.25 Inches,
DORK DIARIES OMG!: ALL ABOUT ME DIARY!,$1.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 398 >  > in > Books > # > 195 >  > in > Books > Children's Books > # > 11 >  > in > Books > Children's Books > People & Places,Rachel Rene Russell,272,Aladdin,English,203.20 x 139.70 x 22.86 Millimeters,4.75
Big Heroes!,$4.99 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Wrecks, Billy",24,Random House Childrens Books,English,8.25 x 7.00 x 0.25 Inches,
Rust 4,$12.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,Royden Lepp,176,Archaia,English,228.60 x 6.00 x 0.75 Millimeters,
Roller Girl,$11.65 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Victoria Jamieson,240,Dial BooksPenguin Young Readers Group,English,,5
Alamo All-Stars,$11.68 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical,Nathan Hale,122,Harry N. Abrams,English,,
IN A CLASS BY HIMSELF: THE HOLIDAY HULLABALOO,$8.84 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"PEIRCE, LINCOLN",240,Harpercollins Childrens Books,English,5.75 x 8.50 x 1.00 Inches,
Big Nate Welcome to My World,$10.03 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Lincoln Peirce,176,Andrews McMeel Publishing,English,228.60 x 147.32 x 15.24 Millimeters,5
Drama,$6.56 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 380 >  > in > Books > # > 188 >  > in > Books > Children's Books > # > 4 >  > in > Books > Children's Books > 12 - 14 Years,Raina Telgemeier,233,Graphix,English,8.25 x 5.25 x 1.00 Inches,4.5
Babymouse 10: The Musical,$6.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 18465 >  > in > Books > # > 30 >  > in > Books > New Releases > # > 28 >  > in > Books > New Releases > New & Noteworthy,"Holm, MattHolm, Jennifer L.",91,Random House Childrens Books,English,6.00 x 7.25 x 0.50 Inches,
The Amazing World of Gumball After School Special 1,$12.19 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Boquelet, Ben",128,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 7.62 Millimeters,
Escape from Lucien,$8.73 ,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books",Kazu Kibuishi,256,Graphix,English,9.25 x 6.25 x 0.50 Inches,5
Pokemon Adventures 17: Ruby & Sapphire,$9.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,208,VIZ MediaVIZ Media - Children's,English,190.50 x 127.00 x 15.24 Millimeters,
OLGA AND THE SMELLY THING FROM NOWHERE,$8.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Humorous,"GRAVEL, LISE",176,Harpercollins Childrens Books,English,8.50 x 5.75 x 1.00 Inches,
The Big Wet Balloon,$10.76 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Liniers,31,Consortium Book Sales &amp; Dist,English,9.25 x 6.25 x 0.25 Inches,
Dog Man: The Epic Collection Boxed Set (Books 1-3) (Hardcover),$21.21 ,Books > Children's & Kids' Books > Leveled Readers > Chapter Books,Dav Pilkey,0,Graphix,English,8.00 x 6.00 x 2.25 Inches,5
Trolls 1,$7.48 ,Books > Comic Books & Graphic Novels > Media Tie-ins,"Howard, TiniScheidt, Dave",60,Papercutz,English,9.00 x 6.00 x 0.25 Inches,
Star Wars the Force Awakens,$9.40 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Science Fiction,"Ferrari, Alessandro",78,Random House Distribution childrens,English,9.00 x 6.75 x 0.25 Inches,
Through the Woods,$10.75 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 34844 >  > in > Books > # > 686 >  > in > Books > General,Emily Carroll,208,Margaret K. McElderry Books,English,228.60 x 177.80 x 17.78 Millimeters,
Garfield & Co. 7: Home for the Holidays,$6.58 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Davis, JimJohnson, JoeMichiels, Cedric",26,Papercutz,English,7.00 x 9.50 x 0.25 Inches,
Secret Coders,$7.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Gene Luen Yang,96,First Second,English,214.88 x 6.13 x 7.62 Millimeters,
Big Nate Compilation 3: Genius Mode (Big Nate) (Paperback),$15.22 ,Books > Children's & Kids' Books > Children's Humor Books,"Peirce, Lincoln",,HarperCollins Publishers,,,
Adventures of Tintin,$13.73 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Action & Adventure,Herg,192,"Little, Brown Books for Young Readers",English,,4.5
