Name,Sale Price,Category,Author,Pages,Publisher,Language,Dimensions,Rating
Kingdom Hearts 358/2 Days 3,$12.14 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",192,Yen Press,English,,
The Illustrated Fairy Tale Princess Collection,$9.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,Shiei,400,Seven Seas,,209.80 x 5.89 x 31.50 Millimeters,
Dream Jumper 2,$15.29 ,Books > Children's Books > Action & Adventure,"Grunberg, Greg",216,Scholastic,English,9.25 x 6.25 x 0.75 Inches,
Geronimo Stilton 13: The Fastest Train in the West,$7.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Stilton, Geronimo",54,Papercutz,English,6.50 x 9.00 x 0.25 Inches,
Real Friends,$16.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Shannon Hale,224,First Second,English,209.80 x 5.79 x 19.68 Millimeters,
Phoebe and her Unicorn 7,$7.40 ,"Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fairy Tales, Folklore, Legends & Mythology","Simpson, Dana",174,Andrews McMeel Pub,English,9.00 x 6.00 x 0.50 Inches,
Amulet 7,$8.68 ,Books > Children's & Kids' Books > Children's Action & Adventure Books > Best seller ranking: > # > 2792 >  > in > Books > # > 126 >  > in > Books > ARCHIVE > # > 36 >  > in > Books > ARCHIVE > Children's Books,"Kibuishi, Kazu",197,Scholastic,English,9.00 x 6.00 x 0.25 Inches,
Big Nate: A Good Old-Fashioned Wedgie,$6.80 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Lincoln Peirce,176,Andrews McMeel Publishing,English,228.60 x 6.00 x 12.70 Millimeters,
Betty and Veronica in Bad Boy Trouble 1,$5.99 ,Books > Children's & Kids' Books > Children's Humor Books,Not Available,111,Random House Inc,English,4.75 x 7.25 x 0.25 Inches,
We Meet Again,$7.99 ,Books > Children's & Kids' Books > Children's Animal Books > Bears,"Pastis, Stephan",288,Candlewick Press,,,
A Wrinkle in Time: The Graphic Novel,$19.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,Madeleine L'Engle,392,"Farrar, Straus and Giroux (BYR)",English,8.84 x 161.04 x 1.32 Inches (US),
DC Super Friends Workbook ABC 123,$9.61 ,Books > Children's & Kids' Books > Children's Activity Books,"DC Comics, Inc.",60,Farrar Straus &amp; Giroux,English,9.00 x 11.00 x 0.50 Inches,
DC Super Heroes: My First Book of Girl Power,$9.99 ,Books > Children's & Kids' Books > Children's Action & Adventure Books > Best seller ranking: > # > 13268 >  > in > Books > # > 207 >  > in > Books > General,Julie Merberg,20,Downtown Bookworks,English,165.10 x 203.20 x 17.78 Millimeters,
Nimona,$10.49 ,Books > Children's & Kids' Books > Children's Humor Books,"Stevenson, Noelle",266,Harpercollins Childrens Books,English,6.00 x 9.25 x 0.75 Inches,
DISNEY CINESTORY BOX SET?,$27.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,DISNEY,1536,Joe Books LTD,English,8.50 x 5.50 x 4.25 Inches (US),
Cucumber Quest 2,$14.20 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Gigi D.G.,240,First Second,English,8.50 x 6.00 x 0.50 Inches (US),
When Crocs Fly,$8.70 ,Books > Children's & Kids' Books > Children's Humor Books,"Pastis, Stephan T.",173,Andrews McMeel Pub,English,9.00 x 6.00 x 0.25 Inches,
Squish 5: Game On!,$6.99 ,Books > Children's & Kids' Books > Children's Humor Books,"Holm, MatthewHolm, Jennifer L.",91,Random House Childrens Books,English,5.50 x 7.00 x 0.25 Inches,
Babymouse 17: Extreme Babymouse,$6.99 ,Books > Children's & Kids' Books > Children's Humor Books,"Holm, MattHolm, Jennifer L.",91,Random House Childrens Books,English,5.75 x 7.50 x 0.50 Inches,
Creepy Creatures,$9.08 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Stine, R. L.",144,Scholastic,English,9.00 x 6.00 x 0.50 Inches,
Hero Cats 2,$10.68 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"Puttkammer, Kyle",96,Diamond Comic Distributors,English,10.00 x 6.50 x 0.25 Inches,
Big Nate Triple Play: Big Nate in a Class by Himself/Big Nate Strikes Again/Big Nate on a Roll,$10.34 ,Books > Children's Books > Humor > Best seller ranking: > # > 1009 >  > in > Books > # > 522 >  > in > Books > Children's Books > # > 75 >  > in > Books > Children's Books > Literature & Fiction,Lincoln Peirce,0,Harper Collins,English,5.75 x 8.50 x 2.00 Inches,5
Winx Club 4: Dragon's Flame,$8.18 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Viz Media,96,VIZ MediaVIZ Media - Children's,English,8.25 x 5.75 x 0.40 Inches (US),
"SON OF NEPTUNE, THE",$8.98 ,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books",Robert VendittiRick Riordan,192,Disney-Hyperion,English,,
Regal Academy 2,$12.61 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Luana Vergari,96,Papercutz,English,9.00 x 6.00 x 0.50 Inches (US),
Disney Frozen Comics Collection: Hearts Full of Sunshine,$10.99 ,Books > Children's & Kids' Books > Media Tie-Ins,Disney,96,Joe Books LTD,,,
Nathan Hale's Hazardous Tales,$8.89 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical,Nathan Hale,128,Harry N. Abrams,English,,
Dork Diaries 1-11 Plus 3 1/2,$98.87 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Rachel Rene Russell,4016,Aladdin,English,203.20 x 139.70 x 152.40 Millimeters,
Disney Pixar Cars 3,$8.76 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney Pixar Animators,64,Joe Books LTD,English,,
Batman: Fright Club,$3.22 ,Books > Children's Books > Action & Adventure,"Robert, JeremySazaklis, JohnSmith, Andy",24,Harpercollins Childrens Books,English,8.00 x 8.00 x 0.25 Inches,
Pokemon Adventures 7: Diamond and Pearl Platinum,$9.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,192,VIZ MediaVIZ Media - Children's,Japanese,190.50 x 127.00 x 17.78 Millimeters,
Disney Big Hero 6 the Series Cinestory Comic,$9.40 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Disney,208,Joe Books LTD,English,,
The Smurfette,$5.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Delporte, YvanPeyo",64,Papercutz,English,6.75 x 9.25 x 0.25 Inches,
Classics Illustrated 20: Great Expectations,$11.25 ,Books > Children's & Kids' Books > Children's Classics,"Kiefer, Henry C.Dickens, Charles",48,Casemate Pub &amp; Book Dist Llc,,6.50 x 9.50 x 0.25 Inches,
Moomin: The Deluxe Anniversary Edition,$41.74 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Tove Jansson,448,Drawn and QuarterlyDrawn &amp; Quarterly Publications,English,322.07 x 226.06 x 55.24 Millimeters,
Pokemon Diamond and Pearl Adventure! 1,$7.78 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Shigekatsu Ihara,208,VIZ MediaVIZ Media - Children's,English,190.50 x 127.00 x 17.78 Millimeters,5
Sanitized for Your Protection,$12.27 ,Books > Children's Books > Humor,"Pastis, Stephan",278,Candlewick Pr,English,8.25 x 5.50 x 0.80 Inches,
Babymouse 2: Our Hero,$6.99 ,Books > Children's & Kids' Books > Children's School & Education Books,"Holm, MatthewHolm, Jennifer L.",96,Random House Children's Books,English,,
DC Super-Pets Character Encyclopedia,$18.25 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Kortae, StevenKorte, SteveLemke, Donald",128,Capstone/Picture Window Books Books,English,8.70 x 0.50 x 11.10 Inches,
Path of the Jedi: A Star Wars Rebels Cinestory Comic,$12.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,384,Joe Books LTD,English,9.00 x 6.00 x 1.00 Inches (US),
Catstronauts: Mission Moon,$7.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Drew Brockington,160,"Little, Brown Books for Young Readers",English,,
Spider-Man Presents the Marvel Joke Book,$5.64 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Brandon T. Snider,128,Marvel Press,,,
"Trolls Graphic Novels #3 ""Party with the Bergens""",$7.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dave Scheidt,64,Papercutz,,230.38 x 153.92 x 0.20 Millimeters,
Phoebe and Her Unicorn 2,$8.98 ,"Books > Children's Books > Animals > Dragons, Unicorns & Mythical Creatures","Simpson, Dana",222,Andrews McMeel Pub,English,9.00 x 6.00 x 0.75 Inches,
Meanwhile,$10.58 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Jason Shiga,80,Harry N. Abrams,English,,5
Spider-man Down to a Science!,$5.78 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"West, Alexandra",32,Marvel Press,English,,
Curse of the Harvester,$8.33 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Grunberg, Greg",224,Scholastic Paperbacks,English,6.00 x 9.00 x 8.00 Inches,
Courtney Crumrin 1,$7.41 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Ted Naifeh,136,Oni Press,English,228.60 x 6.00 x 0.25 Millimeters,
Road Tripping,$4.99 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,Jonathan Evans,32,"Little, Brown Books for Young ReadersLB Kids",English,,
Snoopy to the Rescue: A Peanuts Collection,$9.40 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Charles M. Schulz,176,Andrews McMeel Publishing,,228.60 x 6.00 x 12.70 Millimeters,
Bone 4,$9.00 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Smith, Jeff",168,Scholastic,English,9.00 x 6.00 x 0.50 Inches,
Prince of the Elves,$8.52 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Kazu Kibuishi,187,Graphix,English,9.25 x 6.25 x 0.25 Inches,4.3333
Pokemon Adventures Diamond and Pearl Platinum,$58.88 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 5210 >  > in > Books > # > 432 >  > in > Books > Literature & Fiction > # > 68 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,Hidenori Kusaka,2304,VIZ MediaVIZ Media - Children's,English,190.50 x 128.59 x 129.54 Millimeters,
EVER AFTER HIGH: CLASS OF CLASSICS: AN ORIGINAL GR,$9.40 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Leigh Dragoon,112,"Little, Brown Books for Young Readers",English,,
Courtney Crumrin 6,$16.62 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Ted Naifeh,152,Oni Press,English,228.60 x 6.00 x 1.00 Millimeters,
My First Graphic Novel: the Kickball Kids,$6.25 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Meister, CariOlson, Julie",25,Capstone Pr Inc,English,5.75 x 8.25 x 0.25 Inches,
Smurfs: The Village Behind the Wall,$7.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Peyo,64,Papercutz,,201.42 x 5.14 x 7.75 Millimeters,
Yo-Kai Watch 4,$9.54 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 15246 >  > in > Books > # > 777 >  > in > Books > ARCHIVE > # > 194 >  > in > Books > ARCHIVE > Books Misc,Noriyuki Konishi,192,VIZ MediaVIZ Media - Children's,,190.50 x 127.00 x 15.24 Millimeters,
Race to Mars,$8.12 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Drew Brockington,184,"Little, Brown Books for Young Readers",English,,
Legends of Zita the Spacegirl,$16.82 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Science Fiction,Ben Hatke,224,First Second,English,8.73 x 5.99 x 0.72 Inches (US),
Wings of Fire 1,$19.69 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Sutherland, Tui",210,Scholastic,English,9.25 x 6.25 x 0.75 Inches,
Smurfs 7: The Astrosmurf,$9.60 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Peyo,55,Papercutz,English,7.00 x 9.25 x 0.50 Inches,
"Marvel Little Golden Book Favorites: The Amazing Spider-man, the Mighty Avengers, the Invincible Iron Man",$4.26 ,Seasonal > Avengers > Avengers - Shop all,"Berrios, FrankCagol, AndreaLegramandi, Francesco",80,Random House Childrens Books,English,6.75 x 8.25 x 0.50 Inches,
Narwhal: Unicorn of the Sea (a Narwhal and Jelly Book #1),$7.99 ,Books > Summer Reading Books > Chapter Books,Ben Clanton,64,Tundra Books Inc,English,8.50 x 6.00 x 0.50 Inches,
Grumpy Cat (and Pokey!),$11.33 ,Books > Children's & Kids' Books > Media Tie-Ins,"Mccool, BenFisher, Ben/Serrano, Elliott",104,Diamond Comic Distributors,,6.50 x 9.25 x 0.50 Inches,
Dragonbreath #1,$6.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Ursula Vernon,160,Puffin BooksPenguin Young Readers Group,English,,
Harley Quinn,$5.39 ,Books > Children's Books > Media Tie-Ins,"Marsham, Liz",127,Scholastic Paperbacks,English,7.50 x 5.00 x 0.20 Inches,
Disney Beauty and the Beast Cinestory Comic,$12.99 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney Enterprises,352,Joe Books LTD,English,10.50 x 7.00 x 1.00 Inches (US),
The Stonekeeper's Curse (Amulet #2),$7.53 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Kazu Kibuishi,224,Graphix,English,9.00 x 6.00 x 0.75 Inches,
Hammy and Gerbee,$8.66 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Animals,Wong Herbert Yee,112,Henry Holt and Co. (BYR),English,8.50 x 6.00 x 0.50 Inches (US),
DC SUPER HERO GIRLS VOL.2,$9.94 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"FONTANA, SHEA",0,Dc Comics,English,6.00 x 9.00 x 0.50 Inches,
Attack of the Man-Bat!,$5.95 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"Black, Jake",88,Stone Arch Books,,,
Little Robot,$10.98 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Science Fiction,Ben Hatke,144,First Second,English,9.15 x 185.93 x 15.49 Inches (US),
Kingdom Hearts 358/2 Days 4,$11.33 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",208,Yen Press,English,,
"Geronimo Stilton Graphic Novels #8: Play It Again, Mozart! : Play It Again, Mozart!",$9.83 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Geronimo Stilton,56,Papercutz,English,232.92 x 6.70 x 0.45 Millimeters,
The Grossery Gang - Pizza Face Saves the Day,$3.75 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Sizzle Press,48,little bee booksBuzzPop,English,,
Hamster and Cheese,$6.95 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Yue, StephanieVenable, Colleen AF",46,Lerner Pub Group,English,7.25 x 7.50 x 0.25 Inches,
Looney Tunes Greatest Hits 3: Beep Beep!,$11.33 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Warner Bros. Entertainment Inc.,138,Dc Comics,,7.00 x 10.50 x 0.50 Inches,
Bunny vs. Monkey 2,$7.99 ,Books > Children's & Kids' Books > Children's Humor Books,"Smart, Jamie",63,Scholastic,English,9.00 x 6.00 x 0.25 Inches,
POKEMON ADVENTURES VOL 2,$8.70 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,200,VIZ MediaVIZ Media - Children's,English,127.00 x 7.50 x 20.32 Millimeters,
W.I.T.C.H 6,$10.38 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Disney,256,Yen PressJY,English,,
Dragonbreath #7 : When Fairies Go Bad,$12.13 ,"Books > Children's & Kids' Books > Children's Animal Books > Dragons, Unicorns & Mythical Creatures","Vernon, Ursula",201,Penguin Group USA,English,5.75 x 8.00 x 0.75 Inches,
The Smurfs Christmas,$3.64 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Peyo,55,Papercutz,English,6.75 x 9.25 x 0.25 Inches,
Geronimo Stilton 9: The Weird Book Machine,$9.94 ,Books > Children's & Kids' Books > Children's Humor Books,"Stilton, Geronimo",50,Papercutz,English,7.00 x 9.25 x 0.25 Inches,
Archie 1000 Page Mega Comics Digest,$10.30 ,Books > Children's Books > Humor > Best seller ranking: > # > 21101 >  > in > Books > # > 353 >  > in > Books > General,"Archie Comic Publications, Inc.",1000,Random House Inc,English,4.75 x 6.10 x 1.75 Inches,
Skylanders: Return of the Dragon King,$11.85 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Rodriguez, David A.Marz, RonBowden, Mike",80,Random House Distribution childrens,,6.50 x 9.75 x 0.50 Inches,
Charles M. Schulz' Snoopy,$10.48 ,Books > Children's Books > Children's Comic Books & Graphic Novels > Humorous,Charles M. SchulzJason Cooper,96,KaBOOM!BOOM! Studios,English,228.60 x 6.00 x 0.40 Millimeters,
Golden Compass 2,$9.59 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Pullman, Philip",80,Random House Childrens Books,English,9.00 x 7.00 x 0.25 Inches,
Le Petit Prince Graphic Novel,$16.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Antoine de Saint-Exupry,112,Houghton Mifflin HarcourtHMH Books for Young Readers,French,9.25 x 180.98 x 0.53 Inches (US),
Superman Versus Bizarro,$2.81 ,Books > Children's Books > Action & Adventure,"Mada Design, Inc.Strathearn, Chris",32,Harpercollins Childrens Books,English,6.25 x 9.25 x 0.25 Inches,
Earth Before Us 1,$11.17 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical,Abby Howard,128,Harry N. Abrams,English,,
Tales from a Not-So-Glam TV Star,$13.97 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Rachel Rene Russell,,Simon &amp; Schuster Audio,English,5.88 x 5.12 x 22.86 Inches (US),
Wonder Woman at Super Hero High,$14.27 ,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Yee, Lisa",,Listening Library,English,6.25 x 5.25 x 1.25 Inches,
"BIG NATE: THUNKA, THUNKA, THUNKA",$7.38 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 8374 >  > in > Books > # > 400 >  > in > Books > ARCHIVE > # > 105 >  > in > Books > ARCHIVE > Children's Books,"PEIRCE, LINCOLN",176,Andrews McMeel Pub,English,9.00 x 6.00 x 0.50 Inches,
Rapunzel's Revenge,$11.68 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Hale, DeanHale, Shannon",144,Bloomsbury Childrens Books,English,10.75 x 7.50 x 0.50 Inches,
MARVEL DOODLE BOOK C&A,$7.71 ,Books > Comic Books & Graphic Novels > Superheroes,MARVEL,128,Marvel Press,,,
The Planet Collector,$5.95 ,"Books > Children's & Kids' Books > Mystery, Thriller & Suspense","Vecchio, LucianoSutton, Laurie S.",76,Capstone Pr Inc,English,5.75 x 8.75 x 0.25 Inches,
SKYLANDERS: CHAMPIONS,$8.28 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"MARZ, RON",80,Random House Distribution childrens,English,6.25 x 9.00 x 0.25 Inches,
Nate el grande hola! / Big Nate Hello!,$9.84 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Peirce, Lincoln",222,Andrews McMeel Pub,English,6.25 x 8.75 x 0.75 Inches,
Cleopatra in Space 1,$9.68 ,Books > Children's & Kids' Books > Children's Action & Adventure Books > Best seller ranking: > # > 35702 >  > in > Books > # > 709 >  > in > Books > General,"Maihack, Mike",167,Scholastic,English,9.00 x 5.75 x 0.75 Inches,
The Incredible Hulk (Marvel: Incredible Hulk),$4.17 ,Books > Children's & Kids' Books > Media Tie-Ins,Billy Wrecks,24,Golden Books Pub Co Inc,English,6.75 x 8.50 x 0.25 Inches,4.5
Reptile Rampage,$2.31 ,Books > Children's Books > Action & Adventure,"Gordon, Steven E.Gordon, Eric A.Turner, Katharine",32,Harpercollins Childrens Books,English,6.25 x 9.00 x 0.25 Inches,
Hero Story Collection,$7.99 ,Books > Children's & Kids' Books > Media Tie-Ins,"Bright, J. E./Eliopulos, NickHarper, Benjamin",158,Random House Childrens Books,English,6.25 x 9.25 x 0.50 Inches,4.3333
Yo-Kai Watch 7,$9.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Noriyuki Konishi,192,VIZ MediaVIZ Media - Children's,,190.50 x 127.00 x 15.24 Millimeters,
Fraggle Rock: Journey to the Everspring,$26.09 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Kate Leth,112,Archaia,English,258.76 x 6.62 x 15.24 Millimeters,
Lucky Luke 57: Legends of the West,$11.80 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Nordmann, PatrickMorris",46,Natl Book Network,,10.00 x 12.00 x 0.25 Inches,
Yo-Kai Watch,$8.05 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Esquivel, Eric M.",80,Random House Distribution childrens,English,9.25 x 6.25 x 0.25 Inches,
The Heroes of Olympus 2,$15.11 ,"Books > Children's Books > Science Fiction, Fantasy & Magic",Robert VendittiRick Riordan,192,Disney-Hyperion,English,,
Pokemon Black and White Box Set 2,$16.20 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 4980 >  > in > Books > # > 406 >  > in > Books > Literature & Fiction > # > 60 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,Hidenori Kusaka,504,VIZ MediaVIZ Media - Children's,English,180.98 x 5.62 x 48.26 Millimeters,4
The Heart of a Warrior,$6.98 ,Books > Children's & Kids' Books > Children's Animal Books > Cats,"Jolley, Dan",90,Harpercollins Childrens Books,English,7.50 x 5.00 x 0.50 Inches,
Miraculous Tales of Lady Bug and Cat Noir: Akumatized!,$9.40 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Black, CherylD'andria, Nicole",192,Diamond Comic Distributors,,6.00 x 10.00 x 0.25 Inches,
The Misadventures of Salem Hyde 2,$7.84 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Frank Cammuso,96,Harry N. Abrams,English,,
"SWING IT, SUNNY",$8.60 ,Books > Summer Reading Books > Chapter Books,"HOLM, JENNIFER L.",224,Scholastic Paperbacks,English,8.00 x 5.50 x 1.00 Inches,
Big Nate: Revenge of the Cream Puffs,$7.66 ,Books > Children's & Kids' Books > Children's Humor Books,Lincoln Peirce,184,Andrews &amp; Mcmeel,,6.25 x 9.25 x 0.75 Inches,
Smurfs 17: The Strange Awakening of Lazy Smurf,$10.99 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Peyo,54,Papercutz,English,6.75 x 9.25 x 0.25 Inches,
Destination Moon (The Adventures of Tintin) (Hardcover),$18.15 ,Books > Children's Books > Action & Adventure,Herge,64,"Egmont Books Ltd, Egmont UK Ltd",English,0.40 x 8.70 x 11.60 Inches,
Roller Girl,$13.90 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Victoria Jamieson,240,Dial BooksPenguin Young Readers Group,English,8.56 x 5.88 x 1.06 Inches (US),
BIG NATE: SAY GOOD-BYE TO DORK CITY,$9.11 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"PEIRCE, LINCOLN",224,Andrews McMeel Pub,English,6.25 x 9.25 x 0.75 Inches,
BIG NATE OUT LOUD,$7.59 ,Books > Children's & Kids' Books > Children's Humor Books,"PEIRCE, LINCOLN",224,Andrews McMeel Pub,English,8.75 x 6.00 x 0.75 Inches,5
Disney Manga: Descendants the Rotten to the Core Trilogy Volume 2,$9.34 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Jason Muell,80,Tokyopop,English,8.25 x 5.50 x 0.25 Inches,
Fast As the Flash!,$4.99 ,Books > Children's & Kids' Books > Media Tie-Ins,"Webster, Christy",24,Random House Childrens Books,English,9.00 x 6.00 x 0.10 Inches,
BLACK PANTHER JR NOVEL,$5.94 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Jim McCann,176,"Little, Brown Books for Young Readers",English,,
Squish 4: Captain Disaster,$6.99 ,Books > Children's & Kids' Books > Children's Humor Books,"Holm, MattHolm, Jennifer L.",91,Random House Childrens Books,English,5.50 x 7.00 x 0.50 Inches,
Invader Zim 2,$12.23 ,Books > Comic Books & Graphic Novels > Science Fiction & Fantasy > Fantasy,Jhonen VasquezEric Trueheart,136,Oni Press,English,258.76 x 6.62 x 0.50 Millimeters,
Pokemon Adventures 11,$9.42 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,208,VIZ MediaVIZ Media - Children's,English,190.50 x 127.00 x 20.32 Millimeters,
The Mighty Avengers,$4.83 ,Books > Children's Books > Media Tie-Ins,Courtney Carbone,24,Golden Books Pub Co Inc,English,6.75 x 8.00 x 0.25 Inches,
The Graveyard Book 2,$9.57 ,"Books > Children's Books > Science Fiction, Fantasy & Magic","Gaiman, Neil",164,Harpercollins Childrens Books,English,9.00 x 6.00 x 0.50 Inches,
"Geronimo Stilton #18: ""First to the Last Place on Earth""",$9.06 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Geronimo Stilton,56,Papercutz,English,9.35 x 6.71 x 0.40 Inches (US),
Teen Titans Go! 2: Welcome to the Pizza Dome,$11.16 ,Books > Comic Books & Graphic Novels > Superheroes,"Hagan, MerrillFisch, ShollyWolfram, Amy/",,Dc Comics,,6.75 x 10.25 x 0.25 Inches,
Chloe #1,$7.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Greg Tessier,112,PapercutzCharmz,English,9.05 x 6.12 x 5.97 Inches (US),
Olivia the Superhero,$2.49 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Spaziante, PatrickEvans, Cordelia",24,Simon Spotlight,English,203.20 x 203.20 x 0.20 Millimeters,
Marvel The Avengers: The Ultimate Character Guide,$13.96 ,Seasonal > Avengers > Avengers - Shop all,Alan Cowsill,232,DKDK Children,English,,
LEGO NINJAGO GRAPHIC NOV?L #9,$13.50 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 22292 >  > in > Books > # > 381 >  > in > Books > General,LEGO,64,Papercutz,English,6.50 x 9.25 x 0.25 Inches,
Chloe 2,$8.48 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Greg Tessier,112,PapercutzCharmz,English,9.00 x 6.00 x 0.24 Inches (US),
The Discovery of America,$4.98 ,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical,Geronimo Stilton,56,Papercutz,English,9.00 x 6.75 x 0.50 Inches,
Donald and Mickey: The Persistence of Mickey,$11.33 ,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Heymans, Mau/Gagnor, Robertode Graaff, Kirsten",124,Random House Distribution childrens,Multiple languages,6.00 x 8.75 x 0.25 Inches,
